"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"2022F","AL","OPICP"," 426"," 438"," 471"," 393"," 462"," 480"," 477"," 606"," 576"," 587"," 633"," 640"," 722"," 746"," 838"," 1420"," 1645"," 1911"," 2008"," 2131"," 2143"," 1810"," 1960"," 1468"," 1795"," 1567"," 1754"," 2436"," 2493"," 2452"," 2063"," 2093"," 1920"," 1939"," 2069"," 1938"," 2168"," 2220"," 1935"," 2017"," 1765"," 2632"," 2878"," 2937"," 2479"," 2947"," 3240"," 3277"," 3154"," 2947"," 3062"," 3121"," 3108"," 2416"," 2303"," 2457"," 2487"," 2970"," 2901"," 2871"," 2805"," 2700"," 2786"
"2022F","AL","OPTCB"," 2517"," 2586"," 2781"," 2332"," 2697"," 2799"," 2783"," 3563"," 3381"," 3442"," 3717"," 3715"," 4201"," 4339"," 4885"," 8385"," 9681"," 11268"," 11835"," 12574"," 12656"," 10978"," 11947"," 8692"," 10635"," 9456"," 10764"," 14714"," 14884"," 14522"," 12194"," 12471"," 11273"," 11483"," 12251"," 11501"," 12841"," 13153"," 11444"," 11867"," 10469"," 15406"," 16823"," 17230"," 14575"," 17335"," 18960"," 19167"," 18422"," 17309"," 18028"," 18381"," 18334"," 14149"," 13470"," 14405"," 15117"," 17929"," 17558"," 17318"," 16921"," 18603"," 18860"
"2022F","AL","OPTCP"," 426"," 438"," 471"," 393"," 462"," 480"," 477"," 606"," 576"," 587"," 633"," 640"," 722"," 746"," 838"," 1420"," 1645"," 1911"," 2008"," 2131"," 2143"," 1810"," 1960"," 1468"," 1795"," 1567"," 1754"," 2436"," 2493"," 2452"," 2063"," 2093"," 1920"," 1939"," 2069"," 1938"," 2168"," 2220"," 1935"," 2017"," 1765"," 2632"," 2878"," 2937"," 2479"," 2947"," 3240"," 3277"," 3154"," 2947"," 3062"," 3121"," 3108"," 2416"," 2303"," 2457"," 2487"," 2970"," 2901"," 2871"," 2805"," 3118"," 3156"
"2022F","AL","OPTXB"," 2517"," 2586"," 2781"," 2332"," 2697"," 2799"," 2783"," 3563"," 3381"," 3442"," 3717"," 3715"," 4201"," 4339"," 4885"," 8385"," 9681"," 11268"," 11835"," 12574"," 12656"," 10978"," 11947"," 8692"," 10635"," 9456"," 10764"," 14714"," 14884"," 14522"," 12194"," 12471"," 11273"," 11483"," 12251"," 11501"," 12841"," 13153"," 11444"," 11867"," 10469"," 15406"," 16823"," 17230"," 14575"," 17335"," 18960"," 19167"," 18422"," 17309"," 18028"," 18381"," 18334"," 14149"," 13470"," 14405"," 15117"," 17929"," 17558"," 17318"," 16921"," 18603"," 18860"
"2022F","AL","OPTXP"," 426"," 438"," 471"," 393"," 462"," 480"," 477"," 606"," 576"," 587"," 633"," 640"," 722"," 746"," 838"," 1420"," 1645"," 1911"," 2008"," 2131"," 2143"," 1810"," 1960"," 1468"," 1795"," 1567"," 1754"," 2436"," 2493"," 2452"," 2063"," 2093"," 1920"," 1939"," 2069"," 1938"," 2168"," 2220"," 1935"," 2017"," 1765"," 2632"," 2878"," 2937"," 2479"," 2947"," 3240"," 3277"," 3154"," 2947"," 3062"," 3121"," 3108"," 2416"," 2303"," 2457"," 2487"," 2970"," 2901"," 2871"," 2805"," 3118"," 3156"
"2022F","AL","OTGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","P1ICB"," 23755"," 27352"," 29361"," 31673"," 31582"," 33475"," 36982"," 36326"," 34259"," 41741"," 37935"," 40613"," 43491"," 44666"," 40869"," 42393"," 44249"," 51829"," 54411"," 50145"," 47270"," 52623"," 52990"," 43002"," 45540"," 45606"," 40201"," 53628"," 50834"," 47430"," 44103"," 50477"," 47145"," 47607"," 49057"," 47896"," 53876"," 52850"," 44454"," 45820"," 47837"," 47172"," 49878"," 50898"," 62121"," 66807"," 64713"," 57071"," 56138"," 37366"," 37678"," 38498"," 37906"," 33044"," 31820"," 32357"," 33420"," 34544"," 32154"," 31340"," 32320"," 31679"," 32655"
"2022F","AL","P1ICP"," 3765"," 4341"," 4660"," 5024"," 5023"," 5317"," 5949"," 5799"," 5475"," 6667"," 6026"," 6479"," 6924"," 7096"," 6510"," 6805"," 7093"," 8338"," 8723"," 8088"," 7619"," 8356"," 8457"," 6801"," 7220"," 7185"," 6285"," 8431"," 8039"," 7457"," 6919"," 7863"," 7372"," 7427"," 7663"," 7472"," 8400"," 8255"," 6961"," 7185"," 7445"," 7462"," 7901"," 8053"," 9687"," 10447"," 10178"," 9031"," 8875"," 6004"," 6053"," 6181"," 6084"," 5291"," 5095"," 5190"," 5273"," 5498"," 5124"," 5006"," 5149"," 5029"," 5186"
"2022F","AL","P1TCB"," 30162"," 32801"," 34215"," 37258"," 37411"," 41023"," 46045"," 42415"," 41376"," 50196"," 48707"," 51195"," 54155"," 57293"," 55572"," 49474"," 51393"," 58513"," 61912"," 56805"," 53591"," 57964"," 61346"," 50538"," 49819"," 49656"," 44379"," 57929"," 55288"," 51574"," 47982"," 54157"," 50705"," 51253"," 52768"," 51694"," 57554"," 56699"," 48304"," 49736"," 51644"," 50770"," 53152"," 54266"," 65642"," 70317"," 68174"," 60476"," 58926"," 39846"," 41122"," 41806"," 40880"," 36062"," 34967"," 35850"," 36945"," 37740"," 35110"," 34291"," 35147"," 37060"," 37874"
"2022F","AL","P1TCP"," 4898"," 5308"," 5525"," 6024"," 6059"," 6667"," 7560"," 6890"," 6749"," 8174"," 7907"," 8316"," 8766"," 9283"," 9020"," 8039"," 8332"," 9510"," 10036"," 9251"," 8728"," 9290"," 9920"," 8118"," 7960"," 7887"," 7015"," 9171"," 8809"," 8169"," 7581"," 8493"," 7980"," 8050"," 8296"," 8119"," 9027"," 8911"," 7614"," 7850"," 8090"," 8073"," 8452"," 8626"," 10287"," 11044"," 10772"," 9614"," 9345"," 6421"," 6634"," 6739"," 6586"," 5798"," 5623"," 5777"," 5865"," 6035"," 5623"," 5505"," 5626"," 5977"," 6102"
"2022F","AL","P1TXB"," 30162"," 32801"," 34215"," 37258"," 37411"," 41023"," 46045"," 42415"," 41376"," 50196"," 46006"," 47533"," 49820"," 53168"," 47376"," 49474"," 51393"," 58513"," 61912"," 56805"," 53591"," 57964"," 61346"," 50538"," 49819"," 49656"," 44379"," 57929"," 55288"," 51574"," 47982"," 54157"," 50705"," 51253"," 52768"," 51694"," 57554"," 56699"," 48304"," 49736"," 51644"," 50770"," 53152"," 54266"," 65642"," 70317"," 68174"," 60476"," 58926"," 39846"," 41122"," 41806"," 40880"," 36062"," 34967"," 35850"," 36945"," 37740"," 35110"," 34291"," 35147"," 37060"," 37874"
"2022F","AL","P1TXP"," 4898"," 5308"," 5525"," 6024"," 6059"," 6667"," 7560"," 6890"," 6749"," 8174"," 7458"," 7708"," 8047"," 8598"," 7660"," 8039"," 8332"," 9510"," 10036"," 9251"," 8728"," 9290"," 9920"," 8118"," 7960"," 7887"," 7015"," 9171"," 8809"," 8169"," 7581"," 8493"," 7980"," 8050"," 8296"," 8119"," 9027"," 8911"," 7614"," 7850"," 8090"," 8073"," 8452"," 8626"," 10287"," 11044"," 10772"," 9614"," 9345"," 6421"," 6634"," 6739"," 6586"," 5798"," 5623"," 5777"," 5865"," 6035"," 5623"," 5505"," 5626"," 5977"," 6102"
"2022F","AL","PAACB"," 164727"," 163413"," 170339"," 178005"," 178021"," 187605"," 192702"," 199779"," 224074"," 234132"," 247584"," 259681"," 280918"," 307016"," 330751"," 345773"," 364717"," 385050"," 394256"," 339665"," 332873"," 323286"," 316432"," 310549"," 323849"," 322061"," 337078"," 358847"," 362056"," 385450"," 381139"," 387603"," 395758"," 397587"," 416411"," 434016"," 424561"," 418095"," 427195"," 430949"," 448856"," 424715"," 450007"," 438450"," 476684"," 473715"," 480052"," 482482"," 449991"," 439618"," 455643"," 454530"," 446075"," 443666"," 445744"," 458430"," 482630"," 476831"," 462449"," 476239"," 471866"," 529883"," 520969"
"2022F","AL","PAACP"," 30562"," 30442"," 31783"," 33191"," 33294"," 34993"," 36083"," 37362"," 41734"," 43600"," 46107"," 48411"," 52279"," 56889"," 60767"," 63300"," 66768"," 70365"," 72138"," 62790"," 61318"," 59651"," 58466"," 57534"," 59959"," 59548"," 62453"," 66362"," 66845"," 70862"," 70082"," 71245"," 72702"," 73480"," 76997"," 80288"," 78543"," 77560"," 79451"," 80100"," 82986"," 79004"," 83661"," 81550"," 88450"," 88049"," 89293"," 90365"," 84991"," 83397"," 86523"," 86157"," 84642"," 84343"," 84704"," 87130"," 91535"," 90440"," 87913"," 90612"," 89964"," 101114"," 99469"
"2022F","AL","PACAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," .4"," .4"," .5"," .2"," .2"," .2"," .2"," .3"," .2"," .2"," .3"," .3"," .3"," .2"," .2"
"2022F","AL","PACCB"," 7558"," 6391"," 6338"," 6010"," 7693"," 7818"," 9600"," 8097"," 10098"," 11989"," 12170"," 11859"," 12912"," 14302"," 12482"," 11843"," 14446"," 14902"," 13729"," 10807"," 9347"," 10890"," 8541"," 10978"," 8294"," 12567"," 12176"," 11785"," 13425"," 13240"," 12894"," 9653"," 8118"," 8337"," 9250"," 7602"," 7167"," 7157"," 6876"," 9407"," 10784"," 10210"," 9095"," 10249"," 10308"," 6756"," 11761"," 9991"," 9093"," 8077"," 9321"," 9864"," 8752"," 6715"," 6318"," 11215"," 13225"," 12196"," 12801"," 12411"," 11715"," 13253"," 16830"
"2022F","AL","PACCP"," 1571"," 1386"," 1384"," 1336"," 1669"," 1679"," 2042"," 1795"," 2261"," 2669"," 2685"," 2669"," 2904"," 3095"," 2667"," 2519"," 3027"," 3143"," 2846"," 2174"," 1922"," 2195"," 1743"," 2213"," 1669"," 2373"," 2337"," 2334"," 2581"," 2593"," 2489"," 1911"," 1653"," 1753"," 1904"," 1626"," 1560"," 1568"," 1474"," 2138"," 2403"," 2200"," 1942"," 2079"," 2087"," 1344"," 2258"," 1944"," 1851"," 1595"," 1839"," 1945"," 1701"," 1365"," 1291"," 2218"," 2606"," 2424"," 2544"," 2476"," 2365"," 2679"," 3359"
"2022F","AL","PAEIB"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 28"," 2853"," 4213"," 7233"," 8762"," 11888"," 3617"," 4570"," 6072"," 6824"," 818"," 762"," 561"," 372"," 746"," 418"," 514"," 389"," 339"," 1012"," 1257"," 773"," 948"," 821"," 757"," 1279"," 1053"," 1745"," 1340"," 2752"," 1725"," 2729"," 3145"," 2088"," 2679"," 1395"," 1584"," 1028"," 857"," 1244"," 1022"," 1239"," 1080"," 815"," 626"," 1019"," 724"," 363"," 324"," 794"," 167"," 74"," 211"," 420"
"2022F","AL","PAEIP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 5"," 474"," 703"," 1217"," 1481"," 1994"," 613"," 773"," 1027"," 1164"," 138"," 131"," 96"," 64"," 128"," 72"," 88"," 67"," 58"," 174"," 216"," 133"," 163"," 141"," 130"," 220"," 181"," 300"," 230"," 473"," 296"," 469"," 541"," 359"," 460"," 240"," 272"," 177"," 148"," 215"," 177"," 215"," 187"," 141"," 109"," 177"," 126"," 63"," 56"," 138"," 29"," 13"," 37"," 73"
"2022F","AL","PAGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 43"," 43"," 43"," 43"," 43"," 43"," 43"," 43"," 43"," 43"," 43"," 43"," 43"," 43"," 43"
"2022F","AL","PAICB"," 55728"," 54469"," 54560"," 58777"," 60922"," 56659"," 58215"," 57893"," 57088"," 73049"," 71824"," 70924"," 84250"," 101437"," 105886"," 112578"," 133172"," 150395"," 148547"," 130962"," 97724"," 99847"," 104176"," 80716"," 75748"," 67524"," 67322"," 80046"," 77277"," 77445"," 79009"," 80370"," 79850"," 83083"," 90894"," 85941"," 96013"," 88296"," 73337"," 78807"," 80942"," 84580"," 90703"," 102935"," 114590"," 118241"," 111846"," 101248"," 102067"," 70303"," 69839"," 74167"," 77683"," 62629"," 58320"," 63529"," 68103"," 65799"," 63827"," 61452"," 63211"," 64040"," 65622"
"2022F","AL","PAICP"," 9380"," 9140"," 9242"," 9949"," 10429"," 9615"," 9961"," 9808"," 9818"," 12545"," 12370"," 12250"," 14590"," 17407"," 18076"," 19138"," 22542"," 25481"," 25202"," 22576"," 16724"," 16802"," 17602"," 13604"," 12694"," 11415"," 11370"," 13448"," 12994"," 13065"," 13287"," 13436"," 13520"," 14157"," 15494"," 14716"," 16199"," 14642"," 12006"," 13473"," 13712"," 14953"," 15410"," 17515"," 19216"," 19682"," 18767"," 17326"," 17149"," 12022"," 11823"," 12520"," 13170"," 10634"," 9882"," 10798"," 11447"," 11118"," 10825"," 10456"," 10756"," 10940"," 11212"
"2022F","AL","PARCB"," 7997"," 8089"," 8150"," 8999"," 10010"," 9826"," 11932"," 11579"," 15302"," 18098"," 17619"," 18308"," 19817"," 19015"," 15196"," 13983"," 15969"," 17099"," 14357"," 9058"," 9656"," 9915"," 10838"," 12581"," 7242"," 7372"," 8334"," 9707"," 9951"," 10523"," 9098"," 7977"," 7450"," 9663"," 9374"," 9745"," 9967"," 10387"," 8730"," 15542"," 16423"," 13415"," 11352"," 8690"," 9524"," 6709"," 6729"," 7075"," 7668"," 8426"," 9289"," 6008"," 4326"," 4791"," 5065"," 5533"," 5145"," 4847"," 5823"," 6068"," 5822"," 4666"," 4756"
"2022F","AL","PARCP"," 1986"," 2048"," 2081"," 2288"," 2537"," 2465"," 2963"," 2945"," 3895"," 4581"," 4456"," 4674"," 5080"," 4798"," 3850"," 3539"," 4039"," 4320"," 3594"," 2247"," 2413"," 2484"," 2539"," 2966"," 1829"," 1872"," 2125"," 2489"," 2515"," 2688"," 2342"," 2041"," 1921"," 2489"," 2421"," 2500"," 2559"," 2656"," 2250"," 4022"," 4247"," 3454"," 2926"," 2235"," 2441"," 1704"," 1723"," 1823"," 1988"," 2139"," 2350"," 1553"," 1116"," 1238"," 1308"," 1429"," 1330"," 1254"," 1509"," 1577"," 1514"," 1201"," 1224"
"2022F","AL","PATCB"," 236010"," 232362"," 239387"," 251791"," 256646"," 261907"," 272450"," 277348"," 306563"," 337296"," 352050"," 364985"," 405130"," 450532"," 476203"," 487794"," 532874"," 573518"," 577713"," 491310"," 450362"," 444499"," 440359"," 415569"," 415550"," 410037"," 425299"," 460724"," 463721"," 487915"," 482913"," 486549"," 491998"," 499427"," 527207"," 538357"," 539453"," 525274"," 518889"," 536428"," 559735"," 536066"," 563247"," 563003"," 612500"," 607006"," 611416"," 601654"," 570063"," 527447"," 545331"," 545650"," 537652"," 518426"," 516468"," 539431"," 569465"," 559997"," 545694"," 556337"," 552688"," 612052"," 608596"
"2022F","AL","PATCP"," 43498"," 43016"," 44490"," 46764"," 47928"," 48752"," 51050"," 51910"," 57707"," 63400"," 66093"," 68706"," 76070"," 83670"," 87355"," 89108"," 97149"," 104337"," 104944"," 89925"," 82507"," 81229"," 80414"," 76444"," 76223"," 75297"," 78351"," 84691"," 85108"," 89424"," 88333"," 88795"," 89937"," 92009"," 97036"," 99312"," 99161"," 96656"," 95655"," 100029"," 103818"," 100151"," 104297"," 103839"," 112435"," 111052"," 112219"," 111606"," 106195"," 99331"," 102750"," 102362"," 100771"," 97689"," 97362"," 101700"," 106982"," 105293"," 102929"," 105149"," 104611"," 115971"," 115338"
"2022F","AL","PATPB"," 72.1"," 70.1"," 72"," 75"," 75.6"," 76.1"," 78.7"," 80.2"," 89"," 98.1"," 102"," 104.4"," 114.5"," 125.9"," 131.3"," 132.6"," 142.7"," 151.7"," 150.8"," 127.1"," 115.5"," 113.4"," 112.2"," 105.6"," 105.2"," 103.2"," 106.5"," 114.7"," 115.2"," 121.1"," 119.2"," 118.7"," 118.4"," 118.5"," 123.8"," 125.3"," 124.6"," 120.3"," 117.8"," 121.1"," 125.7"," 120"," 125.7"," 125"," 135.2"," 132.8"," 132.1"," 128.8"," 120.8"," 110.9"," 114"," 113.7"," 111.6"," 107.3"," 106.6"," 111.1"," 117"," 114.8"," 111.6"," 113.4"," 109.8"," 121.2"," 119.9"
"2022F","AL","PATPP"," 13.3"," 13"," 13.4"," 13.9"," 14.1"," 14.2"," 14.7"," 15"," 16.7"," 18.4"," 19.2"," 19.6"," 21.5"," 23.4"," 24.1"," 24.2"," 26"," 27.6"," 27.4"," 23.3"," 21.2"," 20.7"," 20.5"," 19.4"," 19.3"," 19"," 19.6"," 21.1"," 21.2"," 22.2"," 21.8"," 21.7"," 21.7"," 21.8"," 22.8"," 23.1"," 22.9"," 22.1"," 21.7"," 22.6"," 23.3"," 22.4"," 23.3"," 23.1"," 24.8"," 24.3"," 24.2"," 23.9"," 22.5"," 20.9"," 21.5"," 21.3"," 20.9"," 20.2"," 20.1"," 20.9"," 22"," 21.6"," 21"," 21.4"," 20.8"," 23"," 22.7"
"2022F","AL","PATXB"," 236009"," 232361"," 239387"," 251791"," 256646"," 261907"," 272450"," 277348"," 306563"," 337268"," 349197"," 360772"," 397897"," 441770"," 464315"," 484178"," 528304"," 567446"," 570889"," 490492"," 449600"," 443937"," 439987"," 414823"," 415132"," 409524"," 424910"," 460385"," 462708"," 486658"," 482140"," 485601"," 491176"," 498669"," 525928"," 537305"," 537708"," 523933"," 516137"," 534703"," 557005"," 532920"," 561158"," 560324"," 611105"," 605422"," 610388"," 600797"," 568819"," 526425"," 544092"," 544570"," 536836"," 517800"," 515448"," 538707"," 569102"," 559673"," 544900"," 556170"," 552614"," 611842"," 608176"
"2022F","AL","PATXP"," 43498"," 43016"," 44490"," 46764"," 47928"," 48752"," 51050"," 51910"," 57707"," 63395"," 65619"," 68003"," 74853"," 82190"," 85361"," 88495"," 96376"," 103310"," 103780"," 89786"," 82377"," 81133"," 80350"," 76316"," 76151"," 75209"," 78284"," 84633"," 84934"," 89208"," 88200"," 88632"," 89796"," 91879"," 96816"," 99131"," 98861"," 96426"," 95182"," 99733"," 103349"," 99611"," 103938"," 103379"," 112195"," 110780"," 112042"," 111458"," 105979"," 99154"," 102535"," 102175"," 100629"," 97580"," 97185"," 101575"," 106919"," 105236"," 102792"," 105120"," 104599"," 115934"," 115265"
"2022F","AL","PCCCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCCCP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCEIB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2701"," 3662"," 4335"," 4125"," 8197"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCEIP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 448"," 608"," 720"," 685"," 1361"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCICB"," 1964"," 7783"," 8917"," 9972"," 7683"," 8083"," 8702"," 9153"," 8019"," 9547"," 7097"," 10999"," 12334"," 10187"," 10500"," 11700"," 10582"," 14094"," 11836"," 8941"," 5774"," 12222"," 9670"," 5049"," 7671"," 8311"," 3359"," 5376"," 5433"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCICP"," 326"," 1292"," 1480"," 1655"," 1275"," 1342"," 1444"," 1519"," 1331"," 1585"," 1178"," 1826"," 2047"," 1691"," 1743"," 1942"," 1757"," 2340"," 1965"," 1484"," 959"," 2029"," 1605"," 838"," 1273"," 1380"," 558"," 892"," 902"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCTCB"," 1964"," 7783"," 8917"," 9972"," 7683"," 8083"," 8702"," 9153"," 8019"," 9547"," 9798"," 14661"," 16669"," 14312"," 18697"," 11700"," 10582"," 14094"," 11836"," 8941"," 5774"," 12222"," 9670"," 5049"," 7671"," 8311"," 3359"," 5376"," 5433"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCTCP"," 326"," 1292"," 1480"," 1655"," 1275"," 1342"," 1444"," 1519"," 1331"," 1585"," 1626"," 2434"," 2767"," 2376"," 3104"," 1942"," 1757"," 2340"," 1965"," 1484"," 959"," 2029"," 1605"," 838"," 1273"," 1380"," 558"," 892"," 902"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCTXB"," 1964"," 7783"," 8917"," 9972"," 7683"," 8083"," 8702"," 9153"," 8019"," 9547"," 7097"," 10999"," 12334"," 10187"," 10500"," 11700"," 10582"," 14094"," 11836"," 8941"," 5774"," 12222"," 9670"," 5049"," 7671"," 8311"," 3359"," 5376"," 5433"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCTXP"," 326"," 1292"," 1480"," 1655"," 1275"," 1342"," 1444"," 1519"," 1331"," 1585"," 1178"," 1826"," 2047"," 1691"," 1743"," 1942"," 1757"," 2340"," 1965"," 1484"," 959"," 2029"," 1605"," 838"," 1273"," 1380"," 558"," 892"," 902"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PHVHN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," .8"," 1.2"," 1.6"," 1.9"," 2.2"," 3.3"," 4.1"
"2022F","AL","PHVHP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 3"," 3"," 4"," 5"," 8"
"2022F","AL","PLICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PLICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PMACB"," 164727"," 163413"," 170339"," 178005"," 178021"," 187605"," 192702"," 199779"," 224074"," 234132"," 247584"," 259681"," 280918"," 307016"," 330751"," 345773"," 364717"," 385050"," 394256"," 339665"," 332873"," 323286"," 316432"," 310549"," 323849"," 322061"," 337078"," 358847"," 362056"," 385450"," 381139"," 387603"," 395758"," 396236"," 414960"," 432027"," 424217"," 417754"," 426914"," 430911"," 448856"," 423445"," 449143"," 437203"," 474218"," 473553"," 479903"," 482017"," 446315"," 429383"," 431710"," 430428"," 422557"," 417678"," 419765"," 431367"," 452829"," 447733"," 435939"," 449790"," 445635"," 500396"," 490018"
"2022F","AL","PMCCB"," 7558"," 6391"," 6338"," 6010"," 7693"," 7818"," 9600"," 8097"," 10098"," 11989"," 12170"," 11859"," 12912"," 14302"," 12482"," 11843"," 14446"," 14902"," 13729"," 10807"," 9347"," 10890"," 8541"," 10978"," 8294"," 12567"," 12176"," 11785"," 13425"," 13240"," 12894"," 9653"," 8118"," 8336"," 9249"," 7601"," 7167"," 7156"," 6876"," 9407"," 10784"," 10209"," 9095"," 10248"," 10306"," 6756"," 11761"," 9991"," 9090"," 8071"," 9305"," 9848"," 8736"," 6698"," 6303"," 10844"," 12752"," 11816"," 12422"," 12040"," 11354"," 12872"," 16139"
"2022F","AL","PMICB"," 55728"," 54469"," 54560"," 58777"," 60922"," 56659"," 58215"," 57893"," 57088"," 73049"," 71824"," 70924"," 84250"," 101437"," 105886"," 112578"," 133172"," 150395"," 148547"," 130962"," 97724"," 99847"," 104176"," 80716"," 75748"," 67524"," 67322"," 80046"," 77277"," 77445"," 79009"," 80370"," 79850"," 83068"," 90876"," 85916"," 96009"," 88291"," 73334"," 78806"," 80942"," 84558"," 90688"," 102910"," 114538"," 118237"," 111843"," 101240"," 102006"," 70158"," 69597"," 73939"," 77512"," 62447"," 58133"," 63224"," 67795"," 65487"," 63526"," 61162"," 62930"," 63750"," 65292"
