"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"2022F","AL","MGICB"," 2009"," 2045"," 1967"," 1940"," 1930"," 1952"," 1706"," 1248"," 1250"," 1240"," 1069"," 1048"," 1021"," 1024"," 733"," 1040"," 517"," 707"," 528"," 304"," 545"," 861"," 369"," 356"," 1852"," 2662"," 2267"," 2305"," 2018"," 2609"," 2328"," 2143"," 2287"," 3039"," 3305"," 3506"," 3531"," 3743"," 2699"," 2307"," 2303"," 5209"," 5551"," 5886"," 6640"," 6265"," 6717"," 5772"," 5175"," 5060"," 3332"," 3225"," 2464"," 2569"," 2633"," 4266"," 4320"," 4352"," 4471"," 4427"," 4456"," 4391"," 4586"
"2022F","AL","MGICP"," 382"," 389"," 374"," 369"," 367"," 372"," 325"," 238"," 238"," 236"," 204"," 199"," 194"," 195"," 140"," 198"," 98"," 135"," 101"," 58"," 104"," 164"," 70"," 68"," 353"," 507"," 432"," 439"," 384"," 497"," 443"," 408"," 435"," 583"," 634"," 674"," 678"," 719"," 519"," 443"," 443"," 1002"," 1068"," 1133"," 1278"," 1207"," 1295"," 1122"," 1014"," 994"," 658"," 637"," 487"," 508"," 520"," 844"," 855"," 861"," 885"," 876"," 882"," 869"," 908"
"2022F","AL","MGTCB"," 129110"," 132285"," 137703"," 141715"," 145771"," 151910"," 160617"," 165829"," 175237"," 182627"," 194376"," 205214"," 217389"," 229524"," 231737"," 237297"," 249323"," 258336"," 266404"," 251695"," 232689"," 226025"," 225597"," 227872"," 232118"," 228380"," 243991"," 254946"," 256072"," 259959"," 258441"," 260166"," 265828"," 271055"," 277519"," 288676"," 286597"," 289887"," 298734"," 299994"," 297298"," 300189"," 320297"," 307697"," 322764"," 326400"," 329067"," 330632"," 319214"," 318707"," 320563"," 310792"," 307024"," 309787"," 309634"," 323002"," 332451"," 327545"," 326011"," 336645"," 340758"," 385172"," 384882"
"2022F","AL","MGTCP"," 24578"," 25183"," 26214"," 26978"," 27750"," 28919"," 30576"," 31568"," 33359"," 34766"," 37003"," 39066"," 41384"," 43694"," 44115"," 45174"," 47463"," 49179"," 50715"," 47914"," 44296"," 43028"," 42946"," 43379"," 44188"," 43476"," 46448"," 48533"," 48748"," 49488"," 49199"," 49527"," 50605"," 51956"," 53226"," 55472"," 54999"," 55694"," 57416"," 57669"," 57162"," 57718"," 61607"," 59207"," 62118"," 62866"," 63465"," 64300"," 62517"," 62614"," 63265"," 61385"," 60653"," 61223"," 61205"," 63872"," 65767"," 64822"," 64505"," 66636"," 67450"," 76272"," 76229"
"2022F","AL","MGTXB"," 129110"," 132285"," 137703"," 141715"," 145771"," 151910"," 160617"," 165829"," 175237"," 182627"," 194376"," 205214"," 217389"," 229524"," 231737"," 237297"," 249323"," 258336"," 266404"," 251695"," 232689"," 226025"," 225597"," 227872"," 232118"," 228380"," 243991"," 254946"," 256072"," 259959"," 258441"," 260166"," 265828"," 271055"," 277519"," 288676"," 286597"," 289887"," 298734"," 299994"," 297298"," 300189"," 320297"," 307697"," 322764"," 326400"," 329067"," 330632"," 319214"," 318707"," 320563"," 310792"," 307024"," 309787"," 309634"," 323002"," 332451"," 327545"," 326011"," 336645"," 340758"," 385172"," 384882"
"2022F","AL","MGTXP"," 24578"," 25183"," 26214"," 26978"," 27750"," 28919"," 30576"," 31568"," 33359"," 34766"," 37003"," 39066"," 41384"," 43694"," 44115"," 45174"," 47463"," 49179"," 50715"," 47914"," 44296"," 43028"," 42946"," 43379"," 44188"," 43476"," 46448"," 48533"," 48748"," 49488"," 49199"," 49527"," 50605"," 51956"," 53226"," 55472"," 54999"," 55694"," 57416"," 57669"," 57162"," 57718"," 61607"," 59207"," 62118"," 62866"," 63465"," 64300"," 62517"," 62614"," 63265"," 61385"," 60653"," 61223"," 61205"," 63872"," 65767"," 64822"," 64505"," 66636"," 67450"," 76272"," 76229"
"2022F","AL","MMTCB"," 129110"," 132285"," 137703"," 141715"," 145771"," 151910"," 160617"," 165829"," 175237"," 182627"," 194376"," 205214"," 217389"," 229524"," 231737"," 237297"," 249323"," 258336"," 266404"," 251695"," 232689"," 226025"," 225597"," 227872"," 232118"," 228380"," 243991"," 254946"," 256072"," 259959"," 258441"," 260166"," 265828"," 269689"," 276050"," 286661"," 286248"," 289542"," 298450"," 299957"," 297298"," 298895"," 319416"," 306425"," 320245"," 326235"," 328915"," 330158"," 315474"," 309575"," 297290"," 288796"," 285752"," 287906"," 287560"," 299893"," 308789"," 304087"," 304025"," 314584"," 319202"," 359723"," 357232"
"2022F","AL","MSICB"," 1018"," 1136"," 1247"," 660"," 660"," 644"," 691"," 646"," 720"," 671"," 599"," 438"," 449"," 557"," 713"," 961"," 1394"," 1577"," 1372"," 1270"," 1204"," 3889"," 3409"," 3055"," 2623"," 2642"," 2534"," 2544"," 3085"," 2839"," 2554"," 2210"," 1449"," 1371"," 1532"," 1406"," 449"," 492"," 599"," 564"," 601"," 3512"," 3772"," 3541"," 3189"," 3171"," 5586"," 5481"," 5832"," 6234"," 6517"," 6765"," 6635"," 1452"," 1550"," 1602"," 1623"," 2960"," 2947"," 2682"," 2541"," 2543"," 2730"
"2022F","AL","MSICP"," 176"," 196"," 215"," 114"," 114"," 111"," 119"," 111"," 124"," 116"," 103"," 76"," 78"," 96"," 123"," 166"," 241"," 272"," 237"," 219"," 208"," 671"," 588"," 527"," 453"," 456"," 437"," 439"," 532"," 490"," 441"," 381"," 250"," 237"," 264"," 243"," 77"," 85"," 103"," 97"," 104"," 606"," 651"," 611"," 550"," 547"," 964"," 946"," 1006"," 1076"," 1124"," 1167"," 1145"," 250"," 267"," 276"," 280"," 511"," 509"," 463"," 438"," 439"," 471"
"2022F","AL","NAICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","NAICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","NGACB"," 7866"," 7852"," 8758"," 10761"," 11820"," 12406"," 13474"," 15693"," 17957"," 21071"," 20485"," 21255"," 19657"," 20367"," 19864"," 17320"," 8422"," 10482"," 11160"," 13377"," 17008"," 18830"," 16650"," 13665"," 13581"," 11496"," 10178"," 12154"," 12465"," 13940"," 15063"," 16928"," 19168"," 16046"," 15373"," 20676"," 19808"," 21605"," 20789"," 22965"," 23693"," 20704"," 22480"," 19574"," 16419"," 15586"," 15403"," 16192"," 16874"," 19438"," 22575"," 23664"," 25951"," 22718"," 19577"," 22409"," 21970"," 21911"," 26168"," 24630"," 26290"," 25856"," 30662"
"2022F","AL","NGACP"," 7600"," 7586"," 8462"," 10478"," 11398"," 11998"," 13044"," 15221"," 17383"," 20398"," 19869"," 20616"," 19066"," 19795"," 19327"," 16833"," 8194"," 10190"," 10839"," 13037"," 16457"," 18187"," 15833"," 13167"," 13149"," 11078"," 9827"," 11767"," 12115"," 13534"," 14639"," 16482"," 18645"," 15576"," 14922"," 20090"," 19173"," 20745"," 19998"," 22170"," 22694"," 20054"," 21839"," 19012"," 16018"," 15135"," 14991"," 15778"," 16497"," 18929"," 22229"," 23283"," 25542"," 22356"," 19166"," 21808"," 21406"," 21313"," 25476"," 23960"," 25513"," 25083"," 29772"
"2022F","AL","NGCCB"," 18098"," 27549"," 30117"," 34017"," 35614"," 33050"," 32672"," 31343"," 35896"," 38505"," 37378"," 37793"," 38548"," 34084"," 36330"," 34406"," 35408"," 35285"," 30528"," 37675"," 29480"," 27810"," 27211"," 27674"," 28473"," 26810"," 26025"," 23119"," 26300"," 27264"," 24992"," 24353"," 25941"," 26499"," 26297"," 26993"," 29961"," 33701"," 26721"," 28570"," 26706"," 27247"," 25745"," 26106"," 27119"," 25791"," 25067"," 24035"," 25793"," 24946"," 27492"," 25555"," 21896"," 25734"," 28124"," 25856"," 24172"," 23558"," 27359"," 25570"," 23603"," 26504"," 26547"
"2022F","AL","NGCCP"," 17486"," 26617"," 29099"," 33123"," 34343"," 31963"," 31628"," 30401"," 34749"," 37275"," 36254"," 36657"," 37389"," 33126"," 35349"," 33439"," 34450"," 34303"," 29649"," 36717"," 28525"," 26860"," 25876"," 26665"," 27567"," 25836"," 25128"," 22384"," 25562"," 26469"," 24287"," 23711"," 25232"," 25723"," 25526"," 26228"," 29000"," 32360"," 25705"," 27581"," 25580"," 26391"," 25011"," 25356"," 26456"," 25046"," 24396"," 23420"," 25217"," 24293"," 27071"," 25144"," 21551"," 25324"," 27534"," 25162"," 23552"," 22915"," 26636"," 24875"," 22906"," 25711"," 25776"
"2022F","AL","NGEIB"," 9706"," 8484"," 6452"," 5671"," 4318"," 5750"," 7219"," 7981"," 11843"," 15244"," 15923"," 10296"," 2836"," 4452"," 5161"," 6192"," 4537"," 4411"," 7899"," 7773"," 1566"," 2019"," 1507"," 611"," 400"," 1185"," 1150"," 1554"," 2674"," 2966"," 5656"," 5262"," 4953"," 6270"," 5664"," 9013"," 7772"," 12184"," 28573"," 25950"," 43363"," 71622"," 115193"," 88485"," 119970"," 107631"," 149728"," 181500"," 168893"," 232717"," 287408"," 349434"," 407721"," 339804"," 355113"," 410109"," 425641"," 391987"," 443242"," 430679"," 408613"," 402384"," 468405"
"2022F","AL","NGEIK"," 1.035"," 1.035"," 1.035"," 1.027"," 1.037"," 1.034"," 1.033"," 1.031"," 1.033"," 1.033"," 1.031"," 1.031"," 1.032"," 1.034"," 1.041"," 1.033"," 1.153"," 1.182"," 1.126"," 1.121"," 1.133"," 1.134"," 1.125"," 1.103"," 1.124"," 1.099"," 1.091"," 1.054"," 1.039"," 1.028"," 1.029"," 1.024"," 1.024"," 1.022"," 1.019"," 1.023"," 1.028"," 1.03"," 1.033"," 1.025"," 1.027"," 1.04"," 1.025"," 1.027"," 1.025"," 1.027"," 1.029"," 1.033"," 1.028"," 1.025"," 1.02"," 1.019"," 1.016"," 1.018"," 1.026"," 1.032"," 1.031"," 1.031"," 1.029"," 1.028"," 1.031"," 1.031"," 1.032"
"2022F","AL","NGEIP"," 9378"," 8197"," 6233"," 5522"," 4164"," 5561"," 6989"," 7741"," 11465"," 14757"," 15444"," 9987"," 2748"," 4305"," 4958"," 5994"," 3935"," 3732"," 7015"," 6934"," 1382"," 1780"," 1339"," 554"," 356"," 1078"," 1054"," 1474"," 2574"," 2886"," 5496"," 5139"," 4838"," 6134"," 5561"," 8810"," 7563"," 11835"," 27660"," 25326"," 42215"," 68868"," 112403"," 86129"," 117056"," 104786"," 145528"," 175736"," 164266"," 227015"," 281722"," 342841"," 401306"," 333897"," 346065"," 397498"," 412913"," 380038"," 430906"," 418932"," 396165"," 390239"," 453995"
"2022F","AL","NGGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 10724"," 10912"," 11936"," 12073"," 12045"," 12082"," 12111"," 12565"," 13882"," 14942"," 14259"," 14263"," 14299"," 14351"," 14351"
"2022F","AL","NGICB"," 112771"," 107707"," 112263"," 111969"," 125313"," 136024"," 138132"," 160083"," 177580"," 179389"," 176457"," 168925"," 171007"," 163760"," 164452"," 160004"," 125940"," 140417"," 136735"," 178755"," 176253"," 180416"," 158747"," 137960"," 145014"," 142950"," 126605"," 127097"," 151443"," 159860"," 160019"," 167875"," 187025"," 200942"," 200735"," 224703"," 221847"," 219460"," 217509"," 227420"," 225183"," 173593"," 178701"," 178393"," 183460"," 171080"," 172666"," 172511"," 164045"," 152140"," 164057"," 173454"," 193790"," 201987"," 207914"," 209554"," 214096"," 216675"," 238755"," 236381"," 227329"," 251925"," 230295"
"2022F","AL","NGICP"," 108957"," 104065"," 108467"," 109025"," 120842"," 131551"," 133719"," 155270"," 171907"," 173658"," 171151"," 163846"," 165867"," 159157"," 160010"," 155508"," 122531"," 136509"," 132798"," 174212"," 170542"," 174256"," 150959"," 132930"," 140400"," 137757"," 122240"," 123055"," 147191"," 155199"," 155509"," 163452"," 181917"," 195057"," 194847"," 218334"," 214733"," 210728"," 209233"," 219551"," 215691"," 168138"," 173607"," 173275"," 178978"," 166133"," 168046"," 168098"," 160383"," 148158"," 161542"," 170664"," 190734"," 198771"," 203552"," 203930"," 208603"," 210763"," 232444"," 229954"," 220614"," 244386"," 223607"
"2022F","AL","NGRCB"," 42265"," 39942"," 43659"," 48930"," 53251"," 49720"," 49258"," 46955"," 53414"," 56613"," 57508"," 56568"," 55052"," 57295"," 56647"," 53826"," 58451"," 58121"," 58646"," 53905"," 54087"," 51971"," 49372"," 50093"," 52186"," 45354"," 46269"," 50689"," 50326"," 49563"," 46728"," 47398"," 51038"," 52916"," 51252"," 51016"," 58395"," 50505"," 48384"," 44176"," 49529"," 50839"," 47846"," 47948"," 44958"," 43309"," 39180"," 36412"," 38656"," 37030"," 42872"," 37180"," 28022"," 35626"," 39842"," 33653"," 29155"," 27077"," 35669"," 31472"," 29036"," 33220"," 31330"
"2022F","AL","NGRCP"," 40836"," 38591"," 42183"," 47644"," 51351"," 48085"," 47684"," 45543"," 51708"," 54804"," 55779"," 54867"," 53397"," 55685"," 55117"," 52314"," 56869"," 56503"," 56957"," 52535"," 52334"," 50197"," 46950"," 48267"," 50526"," 43706"," 44674"," 49077"," 48913"," 48118"," 45411"," 46149"," 49644"," 51366"," 49748"," 49570"," 56522"," 48496"," 46544"," 42647"," 47441"," 49242"," 46482"," 46572"," 43859"," 42057"," 38132"," 35481"," 37793"," 36061"," 42215"," 36582"," 27580"," 35059"," 39006"," 32750"," 28407"," 26338"," 34726"," 30616"," 28178"," 32226"," 30420"
"2022F","AL","NGTCB"," 190706"," 191533"," 201250"," 211348"," 230316"," 236949"," 240755"," 262055"," 296690"," 310822"," 307750"," 294838"," 287100"," 279958"," 282454"," 271747"," 232758"," 248715"," 244969"," 291485"," 278394"," 281046"," 253487"," 230003"," 239653"," 227795"," 210229"," 214613"," 243209"," 253593"," 252457"," 261816"," 288123"," 302672"," 299322"," 332400"," 337782"," 337453"," 341976"," 349080"," 368472"," 344004"," 389965"," 360505"," 391927"," 363398"," 402044"," 430649"," 414260"," 466272"," 544405"," 609288"," 677380"," 625869"," 650570"," 701582"," 715033"," 681208"," 771194"," 748731"," 714871"," 739891"," 787240"
"2022F","AL","NGTCK"," 1.035"," 1.035"," 1.035"," 1.027"," 1.037"," 1.034"," 1.033"," 1.031"," 1.033"," 1.033"," 1.031"," 1.031"," 1.031"," 1.029"," 1.028"," 1.029"," 1.03"," 1.031"," 1.033"," 1.028"," 1.034"," 1.036"," 1.052"," 1.038"," 1.033"," 1.038"," 1.036"," 1.033"," 1.029"," 1.03"," 1.029"," 1.027"," 1.028"," 1.03"," 1.03"," 1.029"," 1.033"," 1.041"," 1.039"," 1.035"," 1.042"," 1.034"," 1.028"," 1.029"," 1.025"," 1.029"," 1.028"," 1.029"," 1.025"," 1.026"," 1.018"," 1.018"," 1.016"," 1.017"," 1.024"," 1.03"," 1.029"," 1.03"," 1.028"," 1.028"," 1.031"," 1.031"," 1.031"
"2022F","AL","NGTCP"," 184257"," 185056"," 194444"," 205792"," 222098"," 229158"," 233064"," 254176"," 287212"," 300892"," 298497"," 285973"," 278467"," 272068"," 274761"," 264088"," 225979"," 241237"," 237258"," 283435"," 269240"," 271280"," 240957"," 221583"," 231998"," 219455"," 202923"," 207757"," 236355"," 246207"," 245342"," 254933"," 280275"," 293856"," 290604"," 323032"," 326992"," 324163"," 329139"," 337276"," 353620"," 332693"," 379343"," 350345"," 382368"," 353156"," 391093"," 418512"," 404156"," 454456"," 534779"," 598514"," 666713"," 615407"," 635323"," 681148"," 694881"," 661367"," 750188"," 728337"," 693376"," 717644"," 763570"
"2022F","AL","NGTPB"," 58.2"," 57.8"," 60.6"," 62.9"," 67.8"," 68.8"," 69.5"," 75.8"," 86.1"," 90.4"," 89.2"," 84.3"," 81.1"," 78.2"," 77.9"," 73.9"," 62.3"," 65.8"," 63.9"," 75.4"," 71.4"," 71.7"," 64.6"," 58.5"," 60.6"," 57.3"," 52.7"," 53.4"," 60.4"," 62.9"," 62.3"," 63.9"," 69.4"," 71.8"," 70.3"," 77.4"," 78"," 77.3"," 77.6"," 78.8"," 82.8"," 77"," 87"," 80.1"," 86.5"," 79.5"," 86.9"," 92.2"," 87.8"," 98"," 113.8"," 126.9"," 140.6"," 129.5"," 134.3"," 144.5"," 146.9"," 139.6"," 157.7"," 152.6"," 142.1"," 146.5"," 155.2"
"2022F","AL","NGTPP"," 56.3"," 55.8"," 58.5"," 61.3"," 65.4"," 66.6"," 67.3"," 73.5"," 83.3"," 87.5"," 86.5"," 81.8"," 78.7"," 76"," 75.8"," 71.8"," 60.5"," 63.8"," 61.9"," 73.3"," 69"," 69.2"," 61.4"," 56.3"," 58.7"," 55.2"," 50.8"," 51.7"," 58.7"," 61.1"," 60.6"," 62.2"," 67.5"," 69.7"," 68.2"," 75.2"," 75.5"," 74.2"," 74.7"," 76.1"," 79.4"," 74.5"," 84.7"," 77.8"," 84.4"," 77.3"," 84.5"," 89.6"," 85.7"," 95.5"," 111.7"," 124.7"," 138.4"," 127.4"," 131.2"," 140.3"," 142.8"," 135.6"," 153.4"," 148.4"," 137.8"," 142.1"," 150.5"
"2022F","AL","NGTXB"," 181000"," 183049"," 194798"," 205677"," 225998"," 231199"," 233536"," 254074"," 284847"," 295577"," 291828"," 284542"," 284264"," 275507"," 277293"," 265555"," 228221"," 244305"," 237070"," 283712"," 276829"," 279027"," 251980"," 229393"," 239254"," 226610"," 209078"," 213059"," 240535"," 250628"," 246801"," 256554"," 283171"," 296403"," 293657"," 323388"," 330011"," 325271"," 313403"," 323131"," 325111"," 272383"," 274772"," 272021"," 271955"," 255766"," 252316"," 249150"," 245367"," 233555"," 256997"," 259853"," 269659"," 286065"," 295457"," 291473"," 289392"," 289220"," 327951"," 318053"," 306258"," 337506"," 318834"
"2022F","AL","NGTXK"," 1.035"," 1.035"," 1.035"," 1.027"," 1.037"," 1.034"," 1.033"," 1.031"," 1.033"," 1.033"," 1.031"," 1.031"," 1.031"," 1.029"," 1.028"," 1.029"," 1.028"," 1.029"," 1.03"," 1.026"," 1.033"," 1.035"," 1.052"," 1.038"," 1.033"," 1.038"," 1.036"," 1.033"," 1.029"," 1.03"," 1.029"," 1.027"," 1.028"," 1.03"," 1.03"," 1.029"," 1.033"," 1.041"," 1.04"," 1.036"," 1.044"," 1.032"," 1.029"," 1.03"," 1.025"," 1.03"," 1.027"," 1.026"," 1.023"," 1.027"," 1.016"," 1.016"," 1.016"," 1.016"," 1.021"," 1.028"," 1.026"," 1.028"," 1.027"," 1.028"," 1.03"," 1.031"," 1.03"
"2022F","AL","NGTXP"," 174879"," 176859"," 188211"," 200270"," 217934"," 223597"," 226075"," 246435"," 275747"," 286135"," 283053"," 275986"," 275719"," 267763"," 269803"," 258094"," 222044"," 237505"," 230243"," 276501"," 267858"," 269500"," 239618"," 221029"," 231642"," 218377"," 201869"," 206283"," 233781"," 243321"," 239845"," 249794"," 275437"," 287722"," 285043"," 314222"," 319428"," 312328"," 301479"," 311950"," 311406"," 263825"," 266940"," 264216"," 265312"," 248370"," 245565"," 242777"," 239890"," 227441"," 253057"," 255673"," 265407"," 281510"," 289258"," 283650"," 281968"," 281329"," 319282"," 309405"," 297211"," 327406"," 309575"
"2022F","AL","NNTCB"," 190706"," 191533"," 201250"," 211348"," 230316"," 236949"," 240755"," 262055"," 296690"," 310822"," 307750"," 294838"," 287100"," 279958"," 282454"," 271747"," 232758"," 248715"," 244969"," 291485"," 278342"," 281022"," 253391"," 229993"," 239598"," 227780"," 210226"," 214611"," 243192"," 253577"," 252128"," 261476"," 287947"," 302250"," 299250"," 332399"," 337764"," 337431"," 341973"," 349076"," 368472"," 344004"," 389965"," 360483"," 391927"," 363398"," 402044"," 430649"," 414260"," 466272"," 544405"," 609288"," 677380"," 625869"," 650570"," 701582"," 715033"," 681208"," 771194"," 748731"," 714871"," 739891"," 787240"
"2022F","AL","NTCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 2.4"," 2.3"," 2.9"," 3.3"," 3.5"," 1.3"," 2.2"," 3.1"," 4.1"," 2.8"," 4.5"," 6.9"," 4.6"," 5.5"," 8.9"
"2022F","AL","NUCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 89.1"," 90.9"," 85.9"," 89.1"," 92.2"," 92.4"," 92.9"," 94.5"," 89.8"," 96.2"," 87.7"," 90.8"," 89.4"," 96.4"," 88.6"
"2022F","AL","NUEGB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3425"," 70195"," 29978"," 46557"," 210228"," 249788"," 240321"," 256310"," 260780"," 306734"," 274203"," 262518"," 152028"," 122308"," 117450"," 137623"," 121962"," 127533"," 166430"," 203111"," 187216"," 214054"," 218045"," 312018"," 310336"," 300698"," 322826"," 327143"," 317019"," 332650"," 330137"," 329898"," 330761"," 332992"," 360036"," 407551"," 415392"," 396557"," 411822"," 427975"," 426488"," 431368"," 438728"," 417334"," 446097"," 412584"," 455865"," 454930"," 480115"," 441289"
"2022F","AL","NUEGP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 314"," 6289"," 2722"," 4214"," 19522"," 22830"," 22090"," 23497"," 23643"," 27701"," 25145"," 24211"," 14313"," 11561"," 11248"," 12981"," 11524"," 12052"," 15875"," 19397"," 17823"," 20480"," 20752"," 29708"," 29573"," 28663"," 30892"," 31369"," 30357"," 31857"," 31677"," 31636"," 31694"," 31911"," 34325"," 38993"," 39716"," 37941"," 39356"," 40841"," 40816"," 41244"," 41951"," 39902"," 42652"," 39463"," 43657"," 43551"," 46036"," 42314"
"2022F","AL","NUETB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3425"," 70195"," 29978"," 46557"," 210228"," 249788"," 240321"," 256310"," 260780"," 306734"," 274203"," 262518"," 152028"," 122308"," 117450"," 137623"," 121962"," 127533"," 166430"," 203111"," 187216"," 214054"," 218045"," 312018"," 310336"," 300698"," 322826"," 327143"," 317019"," 332650"," 330137"," 329898"," 330761"," 332992"," 360036"," 407551"," 415392"," 396557"," 411822"," 427975"," 426488"," 431368"," 438728"," 417334"," 446097"," 412584"," 455865"," 454930"," 480115"," 441289"
"2022F","AL","NUETP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 314"," 6289"," 2722"," 4214"," 19522"," 22830"," 22090"," 23497"," 23643"," 27701"," 25145"," 24211"," 14313"," 11561"," 11248"," 12981"," 11524"," 12052"," 15875"," 19397"," 17823"," 20480"," 20752"," 29708"," 29573"," 28663"," 30892"," 31369"," 30357"," 31857"," 31677"," 31636"," 31694"," 31911"," 34325"," 38993"," 39716"," 37941"," 39356"," 40841"," 40816"," 41244"," 41951"," 39902"," 42652"," 39463"," 43657"," 43551"," 46036"," 42314"
"2022F","AL","NUGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 4985"," 4985"," 5043"," 5043"," 5043"," 5043"," 5066"," 5066"," 5060"," 5060"," 5370"," 5525"," 5545"," 5453"," 5453"
"2022F","AL","NYCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 79.6"," 76"," 75.5"," 82.6"," 88.5"," 69"," 60.6"," 11.8"," 12.2"," 26.5"," 31.5"," 29"," 15.5"," 10.8"," 16.5"
"2022F","AL","OHICB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","OJGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 100"," 100"," 100"," 100"," 100"," 100"," 100"," 100"," 20"," 20"," 20"," 20"," 20"," 4"," 4"
"2022F","AL","OMTCB"," 2517"," 2586"," 2781"," 2332"," 2697"," 2799"," 2783"," 3563"," 3381"," 3442"," 3717"," 3715"," 4201"," 4339"," 4885"," 8385"," 9681"," 11268"," 11835"," 12574"," 12656"," 10978"," 11947"," 8692"," 10635"," 9456"," 10764"," 14714"," 14884"," 14522"," 12194"," 12471"," 11273"," 11483"," 12251"," 11501"," 12841"," 13153"," 11444"," 11867"," 10469"," 15406"," 16823"," 17230"," 14575"," 17335"," 18960"," 19167"," 18422"," 17309"," 18028"," 18381"," 18334"," 14149"," 13470"," 14405"," 15117"," 17929"," 17558"," 17318"," 16921"," 16360"," 16879"
"2022F","AL","OPACB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2243"," 1981"
"2022F","AL","OPACP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 419"," 370"
"2022F","AL","OPICB"," 2517"," 2586"," 2781"," 2332"," 2697"," 2799"," 2783"," 3563"," 3381"," 3442"," 3717"," 3715"," 4201"," 4339"," 4885"," 8385"," 9681"," 11268"," 11835"," 12574"," 12656"," 10978"," 11947"," 8692"," 10635"," 9456"," 10764"," 14714"," 14884"," 14522"," 12194"," 12471"," 11273"," 11483"," 12251"," 11501"," 12841"," 13153"," 11444"," 11867"," 10469"," 15406"," 16823"," 17230"," 14575"," 17335"," 18960"," 19167"," 18422"," 17309"," 18028"," 18381"," 18334"," 14149"," 13470"," 14405"," 15117"," 17929"," 17558"," 17318"," 16921"," 16360"," 16879"
