"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"2022F","AL","MGICV"," 3"," 3"," 3"," 3.2"," 3"," 4.4"," 2.4"," 3.6"," 2.8"," 2.1"," 5.4"," 9.7"," 3.9"," 3.2"," 16.6"," 24.4"," 15.8"," 16.8"," 14.6"," 20.8"," 20.9"," 18.6"," 19.8"," 26.4"," 28.5"," 31.3"," 33"," 35.3"," 22.1"," 20.2"," 26.3"," 56"," 57.2"," 68.2"," 93.6"," 110.2"," 132.8"," 124.4"," 133.5"," 91.4"," 72.4"," 88.8"," 69"," 69.8"," 68.2"," 77.5"," 70.4"," 80.5"," 91.2"," 84"," 69.1"," 97.8"," 133"
"2022F","AL","MGTCD"," 2.82"," 2.85"," 2.95"," 3.08"," 4.14"," 4.26"," 4.7"," 5.12"," 5.27"," 7.04"," 9.89"," 11.24"," 10.61"," 9.07"," 8.98"," 9.15"," 6.99"," 7.27"," 7.21"," 7.96"," 8.96"," 8.69"," 8.67"," 8.68"," 8.62"," 8.93"," 9.36"," 9.42"," 8.18"," 8.77"," 11.42"," 10.76"," 10.3"," 11.59"," 14.09"," 17.59"," 19.76"," 21.55"," 25.8"," 18.07"," 21.72"," 27.53"," 27.99"," 27.16"," 25.89"," 18.17"," 16.31"," 18.5"," 20.4"," 18.97"," 15.51"," 22.28"," 29"
"2022F","AL","MGTCV"," 547.6"," 584.7"," 640.8"," 707.7"," 959.7"," 1010.7"," 1172.9"," 1323.6"," 1404.1"," 1771.7"," 2301.3"," 2540.2"," 2392.7"," 2067"," 2084.8"," 2090.8"," 1705"," 1852.9"," 1846.8"," 2068.1"," 2316.7"," 2261.1"," 2304.3"," 2351.8"," 2392"," 2579.1"," 2681.8"," 2730.4"," 2442.8"," 2630.4"," 3394.7"," 3228.9"," 3299.1"," 3565.9"," 4547.4"," 5742.8"," 6503.9"," 7124.2"," 8234.3"," 5759.3"," 6961.7"," 8557.2"," 8593.5"," 8412.5"," 8016.1"," 5868.4"," 5421"," 6058.6"," 6651.6"," 6385.5"," 5285.1"," 8582.4"," 11160.6"
"2022F","AL","MGTPV"," 158.7"," 167.2"," 181"," 197.7"," 264.6"," 274.7"," 314"," 350.1"," 366.4"," 458.2"," 590"," 648.3"," 609.6"," 525.4"," 527.5"," 526.3"," 427.2"," 461.5"," 459"," 513.1"," 572"," 551.6"," 554.7"," 558.1"," 561.5"," 600.2"," 619.2"," 625.1"," 554.6"," 593.8"," 762.5"," 722.7"," 736.4"," 791.8"," 1003.7"," 1256.7"," 1405"," 1524.6"," 1745.2"," 1210.5"," 1454.7"," 1782.9"," 1784.1"," 1741.1"," 1654.9"," 1208.8"," 1113.9"," 1242"," 1359.8"," 1301.1"," 1050.3"," 1699.4"," 2199.6"
"2022F","AL","MGTXD"," 2.82"," 2.85"," 2.95"," 3.08"," 4.14"," 4.26"," 4.7"," 5.12"," 5.27"," 7.04"," 9.89"," 11.24"," 10.61"," 9.07"," 8.98"," 9.15"," 6.99"," 7.27"," 7.21"," 7.96"," 8.96"," 8.69"," 8.67"," 8.68"," 8.62"," 8.93"," 9.36"," 9.42"," 8.18"," 8.77"," 11.42"," 10.76"," 10.3"," 11.59"," 14.09"," 17.59"," 19.76"," 21.55"," 25.8"," 18.07"," 21.72"," 27.53"," 27.99"," 27.16"," 25.89"," 18.17"," 16.31"," 18.5"," 20.4"," 18.97"," 15.51"," 22.28"," 29"
"2022F","AL","MGTXV"," 547.6"," 584.7"," 640.8"," 707.7"," 959.7"," 1010.7"," 1172.9"," 1323.6"," 1404.1"," 1771.7"," 2301.3"," 2540.2"," 2392.7"," 2067"," 2084.8"," 2090.8"," 1705"," 1852.9"," 1846.8"," 2068.1"," 2316.7"," 2261.1"," 2304.3"," 2351.8"," 2392"," 2579.1"," 2681.8"," 2730.4"," 2442.8"," 2630.4"," 3394.7"," 3228.9"," 3299.1"," 3565.9"," 4547.4"," 5742.8"," 6503.9"," 7124.2"," 8234.3"," 5759.3"," 6961.7"," 8557.2"," 8593.5"," 8412.5"," 8016.1"," 5868.4"," 5421"," 6058.6"," 6651.6"," 6385.5"," 5285.1"," 8582.4"," 11160.6"
"2022F","AL","MSICD"," 1.12"," 1.18"," 1.18"," 1.37"," 2.99"," 3.85"," 4.55"," 4.99"," 5.2"," 7.4"," 7.57"," 9.51"," 8.6"," 7.82"," 7.72"," 9.17"," 4.99"," 6.14"," 5.03"," 6.16"," 7.13"," 6.12"," 5.91"," 5.27"," 5"," 5.53"," 6.65"," 6.11"," 4.02"," 5.62"," 9.07"," 7.36"," 7.73"," 9.16"," 11.87"," 16.12"," 19.33"," 21.8"," 30.4"," 19.03"," 24.61"," 32.69"," 32.39"," 32.25"," 29.53"," 15.53"," 13.05"," 16.26"," 20.66"," 19.05"," 12.76"," 21.77"," 30.58"
"2022F","AL","MSICV"," .7"," .5"," .5"," .8"," 2.1"," 3.7"," 6.3"," 7.9"," 7.1"," 9.4"," 9.1"," 37"," 29.3"," 23.9"," 20.3"," 24.2"," 12.6"," 15.6"," 15.5"," 17.5"," 18.2"," 13.5"," 8.6"," 7.2"," 7.7"," 7.8"," 3"," 3"," 2.4"," 3.2"," 5.4"," 25.9"," 29.2"," 32.4"," 37.8"," 51.1"," 108"," 119.5"," 177.3"," 118.6"," 160.4"," 221.1"," 214.9"," 46.8"," 45.8"," 24.9"," 21.2"," 48.1"," 60.9"," 51.1"," 32.4"," 55.4"," 83.5"
"2022F","AL","NGACD"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," .72"," 0"," 6.29"," 4.47"," 4.12"," 3.41"," 2.83"," 2.32"," 1.9"," 7.36"," 5.93"," 7.98"," 6.24"," 8.59"," 9.9"," 12.69"," 13.44"," 12.88"," 16.93"," 18.67"," 15.99"," 11.27"," 17.71"," 14.41"," 8.33"," 7.81"," 8.35"," 10.13"," 9.46"," 9.25"," 6.49"," 10.18"," 13.81"
"2022F","AL","NGACV"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," .1"," .1"," .1"," .1"," .1"," .1"," .1"," .5"," .4"," .6"," .5"," .8"," 1.1"," 2"," 1.5"," 1.2"," 1.5"," 1.5"," 1.7"," 2.2"," 3.5"," 2.8"," 3.2"," 2.4"," 1.3"," .9"," .8"," .9"," .5"," .8"," 1.3"
"2022F","AL","NGASB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 0"," 14"," 17"," 19"," 26"," 35"," 59"," 52"," 64"," 71"," 78"," 81"," 98"," 110"," 157"," 114"," 91"," 86"," 82"," 107"," 195"," 196"," 193"," 385"," 308"," 151"," 91"," 85"," 94"," 73"," 76"," 98"
"2022F","AL","NGCCD"," .58"," .64"," .71"," .72"," .85"," 1.04"," 1.55"," 1.78"," 2.03"," 2.71"," 3.27"," 3.93"," 4.59"," 5.22"," 5.27"," 5.27"," 5.21"," 5.31"," 5.13"," 5.01"," 5.28"," 5.59"," 5.55"," 6.01"," 6.19"," 5.64"," 5.99"," 6.7"," 6.4"," 6.45"," 7.37"," 10.07"," 8.7"," 9.79"," 10.64"," 13.26"," 15.41"," 14.67"," 15.23"," 14.55"," 13.14"," 12.16"," 12.36"," 12.15"," 11.73"," 10.88"," 10.39"," 11.71"," 11.58"," 11.55"," 11.58"," 11.67"," 13.13"
"2022F","AL","NGCCV"," 21.8"," 24"," 27.4"," 24.4"," 30.9"," 35.9"," 55"," 62.7"," 62"," 102"," 96.5"," 109.4"," 124.8"," 144.5"," 150"," 141.3"," 135.7"," 122.7"," 135"," 136.6"," 131.9"," 136.1"," 144.1"," 159.2"," 162.9"," 152.2"," 179.5"," 225.9"," 170.9"," 184.2"," 196.7"," 274.5"," 224.1"," 255.6"," 288.6"," 341.9"," 386.2"," 352.7"," 392.9"," 362.9"," 361.1"," 310.8"," 270.7"," 312.8"," 329.9"," 281.3"," 251.1"," 275.9"," 316.7"," 295.3"," 273.3"," 309.3"," 348.5"
"2022F","AL","NGEID"," .26"," .31"," .34"," .36"," .85"," 1.08"," 1.65"," 1.75"," 2.09"," 2.28"," 2.62"," 2.9"," 3"," 3.13"," 3.26"," 3.17"," 2.47"," 2.1"," 2.07"," 2.21"," 2.16"," 1.87"," 2.23"," 2.6"," 2.34"," 1.98"," 2.88"," 2.77"," 2.48"," 2.95"," 4.37"," 5.05"," 3.48"," 5.66"," 6.09"," 9.41"," 7.11"," 6.96"," 9.76"," 4.19"," 4.75"," 4.37"," 3.04"," 4.02"," 4.57"," 3.01"," 2.95"," 3.34"," 3.4"," 2.88"," 2.46"," 4.28"," 7.65"
"2022F","AL","NGEIV"," 4.2"," 3.2"," 1"," 1.6"," 4.4"," 6.7"," 7.5"," 7.7"," 16.5"," 17.7"," 4.1"," 5.8"," 4.5"," 1.9"," 1.3"," 3.8"," 2.8"," 3.3"," 5.5"," 6.5"," 12.2"," 9.8"," 11"," 16.3"," 13.3"," 17.8"," 22.4"," 33.8"," 70.7"," 76.6"," 189.7"," 362"," 401.3"," 500.4"," 730.4"," 1013.3"," 1065.3"," 1263.5"," 1647.6"," 976.2"," 1366.4"," 1526.5"," 1240"," 1366.6"," 1622.6"," 1236.4"," 1257.5"," 1309.2"," 1509.2"," 1240.4"," 1005.1"," 1720.8"," 3582.7"
"2022F","AL","NGICD"," .32"," .38"," .41"," .46"," .56"," .73"," 1.07"," 1.29"," 1.6"," 2.27"," 2.46"," 3.05"," 4.03"," 4.34"," 4.23"," 4.09"," 3.54"," 3.01"," 2.92"," 2.93"," 3.07"," 2.92"," 2.99"," 3.18"," 3.16"," 2.88"," 3.52"," 3.5"," 3.17"," 3.3"," 4.28"," 6.13"," 5.09"," 6.46"," 7.17"," 9.23"," 9.21"," 8.48"," 10.33"," 6.31"," 6.54"," 5.48"," 4.28"," 4.9"," 5.37"," 3.98"," 3.69"," 4.11"," 4.11"," 3.84"," 3.44"," 4.71"," 7.64"
"2022F","AL","NGICV"," 54.2"," 59.6"," 64.5"," 68.9"," 84.6"," 102.4"," 119"," 154.4"," 184.9"," 316.4"," 364.1"," 472.2"," 538.3"," 500.1"," 518.4"," 498.5"," 366.8"," 312.1"," 367.2"," 397"," 402.3"," 402.4"," 445.8"," 512"," 509.4"," 523.7"," 636.5"," 637.6"," 551.7"," 594.6"," 770.5"," 843.5"," 726"," 915.3"," 1054.7"," 1228.9"," 1212.3"," 1139.4"," 1296.3"," 724.3"," 826.5"," 731.4"," 634.8"," 850.7"," 982"," 724.1"," 693.9"," 792"," 882.7"," 818.4"," 706.5"," 1086.7"," 1593.2"
"2022F","AL","NGISB"," 166779"," 157096"," 156759"," 148958"," 149966"," 141282"," 110999"," 119621"," 115273"," 139080"," 147873"," 155069"," 133544"," 115267"," 122582"," 121733"," 103729"," 103654"," 125946"," 135406"," 130994"," 137767"," 149280"," 160814"," 160990"," 182094"," 180650"," 181915"," 173783"," 180090"," 179960"," 137577"," 142622"," 141699"," 147084"," 133070"," 131675"," 134398"," 125444"," 114782"," 126405"," 133459"," 148280"," 173580"," 182710"," 181933"," 187897"," 192484"," 214856"," 212975"," 205643"," 230505"," 208495"
"2022F","AL","NGLPB"," 221"," 491"," 1103"," 1367"," 1337"," 2025"," 2790"," 5600"," 3471"," 22014"," 10325"," 6009"," 5297"," 4908"," 5507"," 5682"," 5636"," 7104"," 6847"," 6337"," 10168"," 8861"," 13229"," 13769"," 13525"," 14691"," 13760"," 9881"," 10438"," 15838"," 16481"," 13508"," 14070"," 15199"," 16117"," 15479"," 18570"," 18076"," 18405"," 17385"," 16863"," 17589"," 19309"," 19572"," 16232"," 17583"," 16605"," 14505"," 13750"," 13275"," 11840"," 11663"," 10983"
"2022F","AL","NGPZB"," 20485"," 21255"," 19657"," 20367"," 19864"," 17320"," 8422"," 10482"," 11160"," 13377"," 17008"," 18830"," 16650"," 13665"," 13581"," 11496"," 10178"," 12154"," 12465"," 13940"," 15060"," 16928"," 19154"," 16028"," 15354"," 20649"," 19773"," 21546"," 20737"," 22901"," 23622"," 20626"," 22399"," 19476"," 16310"," 15428"," 15288"," 16101"," 16788"," 19356"," 22468"," 23469"," 25755"," 22525"," 19192"," 22101"," 21819"," 21819"," 26082"," 24536"," 26216"," 25781"," 30565"
"2022F","AL","NGRCD"," 1.1"," 1.15"," 1.23"," 1.33"," 1.51"," 1.52"," 1.94"," 2.24"," 2.63"," 3.56"," 3.91"," 4.61"," 5.31"," 6"," 6.06"," 6.18"," 6.3"," 6.43"," 6.33"," 6.09"," 6.38"," 6.86"," 6.56"," 6.89"," 7.19"," 6.67"," 6.99"," 8.02"," 7.9"," 8.05"," 8.8"," 11.68"," 10.23"," 11.48"," 13.01"," 15.36"," 18.3"," 17.68"," 17.89"," 17.65"," 15.55"," 14.84"," 15.94"," 15.22"," 14.31"," 13.75"," 13.7"," 15.68"," 14.82"," 15.21"," 15.54"," 15.25"," 16.86"
"2022F","AL","NGRCV"," 63"," 65.1"," 67.6"," 76.2"," 85.4"," 82"," 113.1"," 130.5"," 154.1"," 191.8"," 211.7"," 239.6"," 262.4"," 300.4"," 316.5"," 280.1"," 291.3"," 325.9"," 318.4"," 301.7"," 298.3"," 325.2"," 334.6"," 364.6"," 368.5"," 340.1"," 408.1"," 404.9"," 382.1"," 355.7"," 436"," 593.9"," 489.5"," 550.5"," 585.1"," 665.3"," 716.9"," 643.6"," 691.6"," 653.4"," 666.6"," 551.7"," 446.8"," 542.4"," 570.3"," 462.8"," 399.4"," 424.6"," 528.5"," 478.5"," 451.1"," 506.6"," 528.1"
"2022F","AL","NGRFB"," 9457"," 11338"," 13145"," 13435"," 13149"," 16697"," 12151"," 15197"," 17992"," 17662"," 18056"," 19337"," 19906"," 17785"," 16925"," 15535"," 17239"," 16340"," 18650"," 18117"," 18857"," 21247"," 24516"," 26360"," 26220"," 27918"," 27437"," 27664"," 33288"," 31492"," 28742"," 22508"," 22009"," 21495"," 20259"," 22531"," 22421"," 20036"," 20196"," 19974"," 20789"," 22407"," 26200"," 8836"," 8972"," 10038"," 9593"," 9686"," 10148"," 10131"," 9847"," 9757"," 10817"
"2022F","AL","NGSCB"," 277588"," 261754"," 253195"," 244789"," 248105"," 235707"," 209396"," 217438"," 212345"," 238433"," 233005"," 236869"," 211634"," 193645"," 203640"," 195082"," 177175"," 179016"," 205247"," 215199"," 208372"," 214780"," 231224"," 246516"," 244222"," 269143"," 276812"," 278364"," 277513"," 278850"," 299629"," 287363"," 331487"," 304336"," 339241"," 309959"," 345764"," 376436"," 358872"," 409558"," 484285"," 545823"," 606115"," 574936"," 606175"," 651859"," 667016"," 635197"," 721212"," 700790"," 666968"," 692689"," 734875"
"2022F","AL","NGTCD"," .52"," .58"," .63"," .7"," .83"," .96"," 1.41"," 1.63"," 1.97"," 2.63"," 2.9"," 3.49"," 4.39"," 4.89"," 4.84"," 4.73"," 4.5"," 4.27"," 4.03"," 3.91"," 4.05"," 4.07"," 4.05"," 4.27"," 4.32"," 3.84"," 4.5"," 4.68"," 4.24"," 4.34"," 5.32"," 7.22"," 5.55"," 7.3"," 7.84"," 10.49"," 9.78"," 9.03"," 11.23"," 6.64"," 6.65"," 5.72"," 4.28"," 5.35"," 5.79"," 4.15"," 3.9"," 4.41"," 4.49"," 4.04"," 3.65"," 5.23"," 8.24"
"2022F","AL","NGTCV"," 143.2"," 151.9"," 160.4"," 171.1"," 205.4"," 227.1"," 294.6"," 355.3"," 417.6"," 627.9"," 676.5"," 827.1"," 930"," 946.8"," 986.1"," 923.7"," 796.7"," 763.9"," 826.2"," 841.9"," 844.7"," 873.6"," 935.6"," 1052.2"," 1054.2"," 1033.9"," 1246.6"," 1302.3"," 1175.5"," 1211.6"," 1593.3"," 2074.5"," 1841.4"," 2222.6"," 2659.9"," 3251.4"," 3382.2"," 3400.4"," 4029.9"," 2718.4"," 3222.2"," 3122.6"," 2595.8"," 3075.2"," 3508"," 2707"," 2603.1"," 2802.6"," 3238"," 2833.5"," 2436.5"," 3624.2"," 6053.9"
"2022F","AL","NGTXD"," .53"," .59"," .64"," .71"," .83"," .96"," 1.4"," 1.63"," 1.96"," 2.65"," 2.91"," 3.5"," 4.4"," 4.9"," 4.85"," 4.74"," 4.51"," 4.29"," 4.05"," 3.94"," 4.11"," 4.12"," 4.09"," 4.31"," 4.36"," 3.91"," 4.55"," 4.77"," 4.44"," 4.49"," 5.48"," 7.94"," 6.66"," 7.98"," 8.8"," 11.06"," 11.82"," 10.96"," 12.54"," 9.85"," 9.43"," 8.13"," 6.83"," 7.27"," 7.51"," 6.08"," 5.57"," 6.14"," 6.22"," 5.9"," 5.54"," 6.56"," 9.27"
"2022F","AL","NGTXV"," 139"," 148.7"," 159.4"," 169.5"," 201"," 220.4"," 287.1"," 347.6"," 401.1"," 610.2"," 672.4"," 821.3"," 925.5"," 944.9"," 984.8"," 919.9"," 793.8"," 760.6"," 820.6"," 835.3"," 832.5"," 863.8"," 924.6"," 1035.9"," 1040.9"," 1016.1"," 1224.2"," 1268.5"," 1104.8"," 1135"," 1403.6"," 1712.4"," 1440.1"," 1722.2"," 1929.5"," 2238.1"," 2316.9"," 2136.9"," 2382.3"," 1742.2"," 1855.9"," 1596"," 1355.8"," 1708.6"," 1885.4"," 1470.6"," 1345.6"," 1493.4"," 1728.8"," 1593"," 1431.3"," 1903.4"," 2471.1"
"2022F","AL","NTCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 2.4"," 2.3"," 2.9"," 3.3"," 3.5"," 1.3"," 2.2"," 3.1"," 4.1"," 2.8"," 4.5"," 6.9"," 4.6"," 5.5"," 8.9"
"2022F","AL","NUCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 89.1"," 90.9"," 85.9"," 89.1"," 92.2"," 92.4"," 92.9"," 94.5"," 89.8"," 96.2"," 87.7"," 90.8"," 89.4"," 96.4"," 88.6"
"2022F","AL","NUEGD"," 0"," 0"," 0"," .11"," .12"," .14"," .15"," .18"," .27"," .24"," .33"," .43"," .42"," .45"," .64"," .77"," .7"," .69"," .65"," .6"," .56"," .71"," .75"," .67"," .7"," .51"," .53"," .59"," .63"," .53"," .5"," .47"," .43"," .42"," .43"," .42"," .41"," .42"," .47"," .56"," .63"," .67"," .76"," .83"," .8"," .73"," .69"," .74"," .74"," .7"," .67"," .63"," .64"
"2022F","AL","NUEGV"," 0"," 0"," 0"," .4"," 8.5"," 4.2"," 7"," 37.3"," 66.6"," 58.2"," 85.2"," 112.4"," 128.1"," 123.6"," 168.3"," 116.6"," 85.7"," 80.7"," 88.9"," 73.4"," 71.1"," 118.1"," 151.4"," 125.6"," 150"," 111.1"," 164.9"," 183.7"," 189.5"," 169.6"," 163.7"," 147.4"," 144.5"," 139"," 141.5"," 139.4"," 137.7"," 151.7"," 192.9"," 231.8"," 248.3"," 277.2"," 326.8"," 352"," 344.2"," 321.3"," 289.3"," 331.2"," 306.8"," 319.8"," 306"," 303.7"," 284.6"
"2022F","AL","NUETD"," 0"," 0"," 0"," .11"," .12"," .14"," .15"," .18"," .27"," .24"," .33"," .43"," .42"," .45"," .64"," .77"," .7"," .69"," .65"," .6"," .56"," .71"," .75"," .67"," .7"," .51"," .53"," .59"," .63"," .53"," .5"," .47"," .43"," .42"," .43"," .42"," .41"," .42"," .47"," .56"," .63"," .67"," .76"," .83"," .8"," .73"," .69"," .74"," .74"," .7"," .67"," .63"," .64"
"2022F","AL","NUETV"," 0"," 0"," 0"," .4"," 8.5"," 4.2"," 7"," 37.3"," 66.6"," 58.2"," 85.2"," 112.4"," 128.1"," 123.6"," 168.3"," 116.6"," 85.7"," 80.7"," 88.9"," 73.4"," 71.1"," 118.1"," 151.4"," 125.6"," 150"," 111.1"," 164.9"," 183.7"," 189.5"," 169.6"," 163.7"," 147.4"," 144.5"," 139"," 141.5"," 139.4"," 137.7"," 151.7"," 192.9"," 231.8"," 248.3"," 277.2"," 326.8"," 352"," 344.2"," 321.3"," 289.3"," 331.2"," 306.8"," 319.8"," 306"," 303.7"," 284.6"
"2022F","AL","NYCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 79.6"," 76"," 75.5"," 82.6"," 88.5"," 69"," 60.6"," 11.8"," 12.2"," 26.5"," 31.5"," 29"," 15.5"," 10.8"," 16.5"
"2022F","AL","OHICD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","OHICV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","OPICD"," 1.3"," 1.5"," 1.52"," 1.64"," 2.55"," 2.99"," 3.65"," 3.92"," 3.84"," 5.95"," 8.02"," 9.36"," 8.37"," 8.23"," 8.26"," 8.8"," 6.65"," 7.57"," 6.35"," 7.05"," 7.78"," 8.27"," 10.19"," 9.18"," 9.86"," 10.29"," 13.4"," 13.28"," 10.11"," 10.78"," 13.26"," 9.89"," 9.63"," 10.87"," 13.26"," 17.1"," 20.09"," 22.5"," 29.89"," 19.33"," 24.9"," 32.63"," 32.41"," 31.41"," 29.69"," 19.6"," 17.29"," 19"," 22.48"," 21.12"," 15.88"," 24.02"," 32.61"
"2022F","AL","OPICV"," 1.6"," 2.1"," 2.3"," 2.6"," 4.5"," 6.6"," 11.5"," 13.4"," 13.4"," 18.8"," 25.5"," 48.7"," 40.1"," 36"," 37.6"," 37.7"," 23.7"," 28"," 25.4"," 26"," 26.5"," 29.5"," 30.7"," 27.3"," 28.5"," 27.4"," 25.1"," 24.3"," 23.5"," 28.7"," 27.8"," 55.8"," 60.8"," 61.2"," 62.2"," 83.9"," 153.2"," 171.8"," 242.2"," 145"," 184.1"," 245.7"," 234.1"," 113.9"," 113.1"," 72.3"," 62.4"," 100.1"," 115.2"," 103.4"," 72.1"," 107.6"," 158.5"
"2022F","AL","OPISB"," 1204"," 1432"," 1494"," 1572"," 1782"," 2214"," 3146"," 3403"," 3485"," 3159"," 3180"," 5208"," 4788"," 4375"," 4546"," 4286"," 3567"," 3696"," 3993"," 3693"," 3406"," 3574"," 3014"," 2972"," 2894"," 2661"," 1870"," 1830"," 2319"," 2659"," 2098"," 5645"," 6311"," 5629"," 4690"," 4909"," 7627"," 7638"," 8103"," 7499"," 7395"," 7530"," 7221"," 3625"," 3808"," 3688"," 3610"," 5270"," 5125"," 4898"," 4542"," 4481"," 4859"
"2022F","AL","OPSCB"," 1204"," 1432"," 1494"," 1572"," 1782"," 2214"," 3146"," 3403"," 3485"," 3159"," 3180"," 5208"," 4788"," 4375"," 4546"," 4286"," 3567"," 3696"," 3993"," 3693"," 3406"," 3574"," 3014"," 2972"," 2894"," 2661"," 1870"," 1830"," 2319"," 2659"," 2098"," 5645"," 6311"," 5629"," 4690"," 4909"," 7627"," 7638"," 8103"," 7499"," 7395"," 7530"," 7221"," 3625"," 3808"," 3688"," 3610"," 5270"," 5125"," 4898"," 4542"," 4481"," 4859"
"2022F","AL","OPTCD"," 1.3"," 1.5"," 1.52"," 1.64"," 2.55"," 2.99"," 3.65"," 3.92"," 3.84"," 5.95"," 8.02"," 9.36"," 8.37"," 8.23"," 8.26"," 8.8"," 6.65"," 7.57"," 6.35"," 7.05"," 7.78"," 8.27"," 10.19"," 9.18"," 9.86"," 10.29"," 13.4"," 13.28"," 10.11"," 10.78"," 13.26"," 9.89"," 9.63"," 10.87"," 13.26"," 17.1"," 20.09"," 22.5"," 29.89"," 19.33"," 24.9"," 32.63"," 32.41"," 31.41"," 29.69"," 19.6"," 17.29"," 19"," 22.48"," 21.12"," 15.88"," 24.02"," 32.61"
"2022F","AL","OPTCV"," 1.6"," 2.1"," 2.3"," 2.6"," 4.5"," 6.6"," 11.5"," 13.4"," 13.4"," 18.8"," 25.5"," 48.7"," 40.1"," 36"," 37.6"," 37.7"," 23.7"," 28"," 25.4"," 26"," 26.5"," 29.5"," 30.7"," 27.3"," 28.5"," 27.4"," 25.1"," 24.3"," 23.5"," 28.7"," 27.8"," 55.8"," 60.8"," 61.2"," 62.2"," 83.9"," 153.2"," 171.8"," 242.2"," 145"," 184.1"," 245.7"," 234.1"," 113.9"," 113.1"," 72.3"," 62.4"," 100.1"," 115.2"," 103.4"," 72.1"," 107.6"," 158.5"
"2022F","AL","OPTXD"," 1.3"," 1.5"," 1.52"," 1.64"," 2.55"," 2.99"," 3.65"," 3.92"," 3.84"," 5.95"," 8.02"," 9.36"," 8.37"," 8.23"," 8.26"," 8.8"," 6.65"," 7.57"," 6.35"," 7.05"," 7.78"," 8.27"," 10.19"," 9.18"," 9.86"," 10.29"," 13.4"," 13.28"," 10.11"," 10.78"," 13.26"," 9.89"," 9.63"," 10.87"," 13.26"," 17.1"," 20.09"," 22.5"," 29.89"," 19.33"," 24.9"," 32.63"," 32.41"," 31.41"," 29.69"," 19.6"," 17.29"," 19"," 22.48"," 21.12"," 15.88"," 24.02"," 32.61"
"2022F","AL","OPTXV"," 1.6"," 2.1"," 2.3"," 2.6"," 4.5"," 6.6"," 11.5"," 13.4"," 13.4"," 18.8"," 25.5"," 48.7"," 40.1"," 36"," 37.6"," 37.7"," 23.7"," 28"," 25.4"," 26"," 26.5"," 29.5"," 30.7"," 27.3"," 28.5"," 27.4"," 25.1"," 24.3"," 23.5"," 28.7"," 27.8"," 55.8"," 60.8"," 61.2"," 62.2"," 83.9"," 153.2"," 171.8"," 242.2"," 145"," 184.1"," 245.7"," 234.1"," 113.9"," 113.1"," 72.3"," 62.4"," 100.1"," 115.2"," 103.4"," 72.1"," 107.6"," 158.5"
"2022F","AL","P1ICD"," .96"," .99"," 1.05"," 1.15"," 1.69"," 2.21"," 2.28"," 2.46"," 2.61"," 3.51"," 4.62"," 5.71"," 5.47"," 5.64"," 5.37"," 5.5"," 5.84"," 4.49"," 4.3"," 4.63"," 4.99"," 5.04"," 4.19"," 4.39"," 4.47"," 4.61"," 4.84"," 5.07"," 5.25"," 5.23"," 5.89"," 6.74"," 6.84"," 7.32"," 6.89"," 7.82"," 9.96"," 11.29"," 13.03"," 17.32"," 19.36"," 23.35"," 24.44"," 22.75"," 22.58"," 18.58"," 15.31"," 16.34"," 19.96"," 20.62"," 17.86"," 20.68"," 27.9"
"2022F","AL","P1ICV"," 33.8"," 37.9"," 42.7"," 48"," 63.8"," 80.1"," 86.1"," 108"," 120.4"," 141.7"," 174.5"," 267.5"," 250.5"," 218"," 212"," 222.4"," 192.6"," 191.4"," 171.9"," 169.3"," 176.2"," 209.8"," 162.8"," 171.8"," 177.6"," 180.1"," 207.7"," 210.5"," 185.3"," 191.3"," 232.5"," 252"," 269.2"," 287.6"," 359.8"," 425.2"," 531.7"," 514.3"," 597.1"," 477.4"," 523.6"," 645.5"," 654.9"," 512.3"," 500.4"," 402"," 335.5"," 357.7"," 393.7"," 390.1"," 356.2"," 409.5"," 575.8"
