"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"2022F","AL","TERFB"," 14820"," 15946"," 20316"," 18498"," 18846"," 25835"," 24134"," 28033"," 30130"," 32326"," 31815"," 34723"," 34918"," 28052"," 31414"," 27796"," 32086"," 35898"," 37924"," 37122"," 36373"," 38178"," 42048"," 45898"," 49233"," 49829"," 47932"," 48384"," 50262"," 48725"," 45559"," 41162"," 41560"," 42152"," 40615"," 45350"," 44872"," 43468"," 42460"," 41329"," 45245"," 47200"," 50872"," 20684"," 19941"," 21999"," 22341"," 23582"," 23882"," 23701"," 23462"," 22823"," 24150"
"2022F","AL","TETCD"," 1.37"," 1.51"," 1.61"," 1.84"," 2.5"," 2.83"," 3.21"," 3.76"," 3.99"," 4.9"," 6.29"," 7.43"," 7.91"," 7.9"," 7.79"," 7.68"," 7.07"," 7.04"," 6.84"," 6.99"," 7.56"," 7.49"," 7.24"," 7.36"," 7.09"," 6.96"," 7.28"," 7.52"," 7.33"," 7.58"," 8.78"," 9.45"," 9.16"," 9.98"," 11.27"," 13.56"," 14.96"," 16.06"," 19.22"," 16.55"," 17.8"," 20.06"," 19.86"," 18.89"," 18.62"," 15.69"," 14.85"," 15.97"," 16.69"," 16.38"," 14.85"," 17.85"," 23.36"
"2022F","AL","TETCV"," 1406.2"," 1523"," 1712.9"," 2010.7"," 2759.3"," 3088.1"," 3537"," 4263.2"," 4508"," 5466.9"," 6643.2"," 7585.9"," 7522.3"," 7112.4"," 7486.3"," 7190.3"," 6594.1"," 6976.6"," 7108.4"," 7700.3"," 8192.7"," 8229.3"," 8344.1"," 8687.4"," 8849.5"," 9215.8"," 9782"," 9821"," 9584.4"," 10120.4"," 12038.9"," 11697.8"," 11671.5"," 12686.9"," 15099.3"," 18088.3"," 20165.3"," 21315.1"," 24410.3"," 18497.3"," 21629.4"," 24444.2"," 24117.9"," 23972.2"," 24079.7"," 19990.1"," 19230.7"," 20437.2"," 21939.2"," 21298.2"," 18584.3"," 24270.8"," 30999.8"
"2022F","AL","TETPV"," 407.5"," 435.5"," 484"," 561.7"," 760.9"," 839.4"," 946.9"," 1127.7"," 1176.5"," 1414"," 1703.2"," 1935.9"," 1916.4"," 1807.9"," 1894.4"," 1810"," 1652"," 1737.5"," 1766.6"," 1910.6"," 2022.9"," 2007.6"," 2008.7"," 2061.4"," 2077.2"," 2144.8"," 2258.5"," 2248.4"," 2175.9"," 2284.4"," 2704.1"," 2618.3"," 2605.2"," 2817.1"," 3332.6"," 3958.2"," 4356.3"," 4561.5"," 5173.6"," 3887.7"," 4519.8"," 5092.9"," 5007.2"," 4961.6"," 4971.3"," 4117.6"," 3951.4"," 4189.7"," 4485"," 4339.5"," 3693.3"," 4805.7"," 6109.6"
"2022F","AL","TETXD"," 1.37"," 1.51"," 1.61"," 1.84"," 2.5"," 2.83"," 3.21"," 3.76"," 3.99"," 4.9"," 6.29"," 7.43"," 7.91"," 7.9"," 7.79"," 7.68"," 7.07"," 7.04"," 6.84"," 6.99"," 7.56"," 7.49"," 7.24"," 7.36"," 7.09"," 6.96"," 7.28"," 7.52"," 7.33"," 7.58"," 8.78"," 9.45"," 9.16"," 9.98"," 11.27"," 13.56"," 14.96"," 16.06"," 19.22"," 16.55"," 17.8"," 20.06"," 19.86"," 18.89"," 18.62"," 15.69"," 14.85"," 15.97"," 16.69"," 16.38"," 14.85"," 17.85"," 23.36"
"2022F","AL","TETXV"," 1406.2"," 1523"," 1712.9"," 2010.7"," 2759.3"," 3088.1"," 3537"," 4263.2"," 4508"," 5466.9"," 6643.2"," 7585.9"," 7522.3"," 7112.4"," 7486.3"," 7190.3"," 6594.1"," 6976.6"," 7108.4"," 7700.3"," 8192.7"," 8229.3"," 8344.1"," 8687.4"," 8849.5"," 9215.8"," 9782"," 9821"," 9584.4"," 10120.4"," 12038.9"," 11697.8"," 11671.5"," 12686.9"," 15099.3"," 18088.3"," 20165.3"," 21315.1"," 24410.3"," 18497.3"," 21629.4"," 24444.2"," 24117.9"," 23972.2"," 24079.7"," 19990.1"," 19230.7"," 20437.2"," 21939.2"," 21298.2"," 18584.3"," 24270.8"," 30999.8"
"2022F","AL","TNASB"," 248004"," 259992"," 281170"," 307180"," 330862"," 345808"," 364733"," 385062"," 394256"," 339665"," 332873"," 323286"," 316526"," 310786"," 324117"," 323317"," 339017"," 362729"," 365520"," 387384"," 382739"," 389196"," 398328"," 397604"," 416429"," 434043"," 424596"," 418153"," 427247"," 431013"," 448927"," 424793"," 450088"," 438548"," 476793"," 473872"," 480166"," 482573"," 450077"," 439700"," 455750"," 454725"," 446271"," 443859"," 446129"," 458738"," 482781"," 476922"," 462534"," 476332"," 471939"," 529958"," 521066"
"2022F","AL","TNCSB"," 68473"," 69381"," 73124"," 71968"," 72234"," 68762"," 72205"," 73502"," 70963"," 74504"," 67763"," 71682"," 70079"," 73650"," 68538"," 71897"," 72508"," 71499"," 77798"," 80136"," 80142"," 75790"," 75958"," 76923"," 79068"," 79223"," 86342"," 101034"," 96638"," 103110"," 106436"," 104994"," 105003"," 106447"," 110037"," 106603"," 113139"," 112369"," 112068"," 108177"," 115597"," 111711"," 105333"," 109926"," 113047"," 117163"," 118159"," 113463"," 120404"," 116830"," 108134"," 114404"," 119893"
"2022F","AL","TNISB"," 593184"," 558522"," 588503"," 583798"," 575198"," 561204"," 540525"," 546804"," 533798"," 584080"," 530839"," 506032"," 445530"," 395341"," 444757"," 424324"," 398429"," 426001"," 463247"," 502335"," 487867"," 500111"," 540842"," 560665"," 607827"," 662668"," 671189"," 638017"," 631374"," 647403"," 649231"," 546824"," 555682"," 567514"," 593575"," 595296"," 597102"," 575531"," 549503"," 414129"," 467728"," 493719"," 523883"," 565114"," 573796"," 548938"," 549517"," 553950"," 576346"," 558018"," 529104"," 569155"," 536811"
"2022F","AL","TNRSB"," 118002"," 119577"," 123221"," 128802"," 123856"," 115592"," 124679"," 129721"," 129767"," 117106"," 124005"," 119885"," 119167"," 120840"," 123180"," 117211"," 122371"," 130859"," 132256"," 132322"," 132949"," 134303"," 137499"," 144918"," 144388"," 148450"," 160843"," 148594"," 152662"," 154419"," 166739"," 161228"," 163754"," 159238"," 159492"," 158663"," 157686"," 157105"," 158105"," 155504"," 176182"," 158505"," 139131"," 150437"," 160255"," 148890"," 144358"," 135484"," 155163"," 148920"," 142257"," 146155"," 149054"
"2022F","AL","TNSCB"," 1027663"," 1007473"," 1066018"," 1091748"," 1102150"," 1091366"," 1102142"," 1135089"," 1128784"," 1115355"," 1055480"," 1020885"," 951302"," 900617"," 960591"," 936749"," 932324"," 991088"," 1038821"," 1102177"," 1083697"," 1099399"," 1152628"," 1180110"," 1247712"," 1324384"," 1342969"," 1305799"," 1307921"," 1335945"," 1371334"," 1237840"," 1274527"," 1271746"," 1339897"," 1334435"," 1348094"," 1327579"," 1269754"," 1117511"," 1215258"," 1218659"," 1214619"," 1269336"," 1293227"," 1273729"," 1294815"," 1279820"," 1314447"," 1300101"," 1251435"," 1359673"," 1326825"
"2022F","AL","TPOPP"," 3451"," 3497"," 3539"," 3580"," 3626"," 3679"," 3735"," 3780"," 3832"," 3866"," 3900"," 3919"," 3925"," 3934"," 3952"," 3973"," 3992"," 4015"," 4024"," 4030"," 4050"," 4099"," 4154"," 4214"," 4260"," 4297"," 4331"," 4368"," 4405"," 4430"," 4452"," 4468"," 4480"," 4503"," 4531"," 4570"," 4629"," 4673"," 4718"," 4758"," 4786"," 4800"," 4817"," 4832"," 4844"," 4855"," 4867"," 4878"," 4892"," 4908"," 5032"," 5050"," 5074"
"2022F","AL","WDRCD"," .85"," .9"," .9"," 1.04"," 1.61"," 1.69"," 1.81"," 2.04"," 2.16"," 3.1"," 4.31"," 5.31"," 5.15"," 4.99"," 5.07"," 4.88"," 3.91"," 3.73"," 3.77"," 4.16"," 3.53"," 3.38"," 3.09"," 3.02"," 2.93"," 2.87"," 3.29"," 3.28"," 2.84"," 2.91"," 4.37"," 4.17"," 3.78"," 4.54"," 5.16"," 6.83"," 7.87"," 8.7"," 10.72"," 8.05"," 9.5"," 11.42"," 12.71"," 12.45"," 12.14"," 8.37"," 7.15"," 8"," 8.85"," 8.51"," 7.04"," 8.45"," 13.07"
"2022F","AL","WDRCV"," 1.6"," 1.5"," 1.4"," 1.5"," 2.6"," 3.2"," 3.8"," 4.7"," 4.5"," 6.6"," 12.6"," 17.6"," 23.7"," 18.4"," 25.6"," 25.4"," 18.5"," 14.4"," 15.5"," 17.3"," 20.9"," 21"," 20.1"," 15"," 13.8"," 13.5"," 16.1"," 8.4"," 6.5"," 6.8"," 11"," 8.7"," 8"," 10.1"," 11.8"," 12.3"," 12.5"," 15.3"," 21.1"," 21"," 26.5"," 31"," 28.8"," 36.8"," 36.3"," 7"," 4.9"," 4.7"," 7.1"," 6.6"," 3.5"," 4.2"," 8.3"
"2022F","AL","WDRSB"," 1840"," 1711"," 1594"," 1480"," 1628"," 1892"," 2110"," 2297"," 2061"," 2128"," 2919"," 3325"," 4604"," 3692"," 5046"," 5198"," 4735"," 3865"," 4125"," 4170"," 5916"," 6202"," 6507"," 4958"," 4706"," 4706"," 4887"," 2569"," 2283"," 2343"," 2523"," 2079"," 2111"," 2222"," 2277"," 1794"," 1591"," 1759"," 1968"," 2606"," 2795"," 2711"," 2266"," 2956"," 2992"," 832"," 685"," 583"," 800"," 778"," 498"," 501"," 633"
"2022F","AL","WDRXB"," 8463"," 7870"," 7333"," 6810"," 7488"," 8703"," 9706"," 10568"," 9480"," 9791"," 13427"," 15296"," 21182"," 16987"," 23215"," 23914"," 21783"," 17782"," 18977"," 19185"," 9214"," 9660"," 10135"," 7723"," 7330"," 7330"," 7612"," 4001"," 3556"," 3649"," 3930"," 3239"," 3287"," 3460"," 3547"," 2794"," 2478"," 2739"," 3065"," 4059"," 4354"," 4223"," 3529"," 4604"," 4660"," 1296"," 1067"," 907"," 1247"," 1212"," 776"," 780"," 986"
"2022F","AL","WWCCD"," .85"," .9"," .9"," 1.04"," 1.61"," 1.69"," 1.81"," 2.04"," 2.16"," 3.1"," 4.31"," 5.31"," 5.15"," 4.99"," 5.07"," 4.88"," 3.91"," 3.73"," 3.77"," 4.16"," 3.53"," 3.38"," 3.09"," 3.02"," 2.93"," 2.87"," 3.29"," 3.28"," 2.84"," 2.91"," 4.37"," 4.17"," 3.78"," 4.54"," 5.16"," 6.83"," 7.87"," 8.7"," 10.72"," 8.05"," 9.5"," 11.42"," 12.71"," 12.45"," 12.14"," 8.37"," 7.15"," 8"," 8.85"," 8.51"," 7.04"," 8.45"," 13.07"
"2022F","AL","WWCCV"," 0"," 0"," 0"," 0"," 0"," .1"," .1"," .1"," .1"," .1"," .3"," .4"," .5"," .4"," .6"," .6"," .5"," .5"," .5"," 1.4"," 2.3"," 2.3"," 2.2"," 2"," 1.9"," 1.9"," 2.2"," 1.4"," 1.1"," 1.1"," 1.8"," 1.5"," 1.4"," 1.8"," 2"," 2"," 2.1"," 2.5"," 3.2"," 3"," 3.5"," 4"," 3.9"," 4.4"," 4.5"," 1"," .9"," .9"," 1.1"," 1"," .8"," 1"," 1.5"
"2022F","AL","WWCSB"," 35"," 32"," 30"," 28"," 31"," 36"," 40"," 44"," 39"," 40"," 72"," 80"," 104"," 84"," 113"," 124"," 139"," 131"," 145"," 338"," 647"," 675"," 712"," 667"," 639"," 645"," 670"," 429"," 375"," 394"," 422"," 366"," 375"," 390"," 381"," 288"," 267"," 284"," 299"," 368"," 363"," 350"," 306"," 355"," 370"," 122"," 121"," 107"," 120"," 112"," 114"," 115"," 118"
"2022F","AL","WWCXB"," 159"," 148"," 139"," 129"," 142"," 165"," 183"," 201"," 180"," 186"," 333"," 368"," 480"," 385"," 521"," 568"," 639"," 605"," 667"," 1554"," 1007"," 1051"," 1109"," 1039"," 995"," 1005"," 1044"," 669"," 584"," 614"," 657"," 570"," 584"," 608"," 594"," 448"," 416"," 442"," 466"," 573"," 566"," 545"," 477"," 553"," 576"," 190"," 189"," 166"," 187"," 175"," 177"," 178"," 184"
"2022F","AL","WWEID"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," .67"," .46"," .5"," .51"," .55"," .56"," .7"," .59"," .5"," .61"," .67"," .67"," 1.36"," 1.64"," 1.58"," 1.46"," 2.28"," 2.32"," 2.42"," 2.66"," 2.2"," 2.4"," 2.44"," 2.21"," 2.26"," 2.73"," 2.62"," 2.54"," 2.4"," 2.22"," 2.33"," 1.8"," 2.39"," 2.69"
"2022F","AL","WWEIV"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 17.3"," 12.1"," 13"," 12.6"," 13.4"," 13.1"," 14.4"," 11.9"," 9.3"," 11.1"," 8.1"," 2.2"," 4.8"," 5.1"," 4.8"," 4.7"," 7.7"," 8.5"," 8.9"," 9.6"," 10.7"," 12.5"," 11.2"," 8.6"," 9.3"," 13.8"," 11.9"," 12.2"," 11.3"," 7.5"," 1.2"," .9"," 1.3"," 1.2"
"2022F","AL","WWICD"," 1.41"," 1.41"," 1.41"," 1.41"," 1.41"," 1.41"," 1.41"," 1.41"," 1.41"," 1.41"," 1.41"," 1.41"," 1.41"," 1.41"," 1.41"," 1.41"," 1.44"," 1.44"," 1.44"," 1.17"," .97"," 1.12"," 1.12"," 1.1"," 1.1"," 1.18"," .95"," .96"," 1.24"," 1.39"," 1.44"," 1.98"," 2.14"," 1.62"," 1.8"," 2.78"," 2.71"," 2.57"," 2.91"," 2.73"," 2.77"," 2.86"," 2.72"," 2.71"," 3.29"," 3.2"," 3.13"," 3.06"," 2.79"," 2.74"," 2.23"," 2.89"," 3.13"
"2022F","AL","WWICV"," 9.9"," 10.4"," 11.7"," 11.9"," 11.6"," 11"," 12"," 12.6"," 12.9"," 13.1"," 29.5"," 31.1"," 30.1"," 34"," 34.7"," 34.5"," 35.7"," 35.5"," 36.9"," 81.5"," 55.9"," 64.9"," 70.6"," 99.2"," 136.7"," 189"," 143.6"," 125.4"," 198.7"," 231"," 242.8"," 262.3"," 294.7"," 209.8"," 234.4"," 424.6"," 452.2"," 407.3"," 419.1"," 246.8"," 323"," 373.9"," 365.2"," 403.5"," 455.7"," 421.6"," 408.4"," 407.5"," 380.9"," 376.1"," 294.8"," 399.8"," 421.3"
"2022F","AL","WWISB"," 6984"," 7389"," 8278"," 8444"," 8200"," 7807"," 8479"," 8937"," 9138"," 9293"," 20835"," 21990"," 21274"," 24029"," 24515"," 24411"," 24782"," 24676"," 25671"," 69612"," 57830"," 57918"," 63032"," 90584"," 123866"," 160382"," 150538"," 130455"," 160131"," 166478"," 168957"," 132250"," 137866"," 129649"," 130325"," 152579"," 166833"," 158457"," 144155"," 90345"," 116744"," 130801"," 134495"," 148762"," 138295"," 131660"," 130665"," 133061"," 136437"," 137134"," 132181"," 138479"," 134680"
"2022F","AL","WWIXB"," 34898"," 36919"," 41361"," 42193"," 40974"," 39011"," 42365"," 44658"," 45661"," 46435"," 103446"," 109182"," 105625"," 119305"," 121716"," 121203"," 106889"," 104658"," 107927"," 44393"," 43056"," 41752"," 42551"," 45309"," 53765"," 27329"," 23800"," 25199"," 24074"," 24994"," 24029"," 22983"," 15440"," 15704"," 43807"," 16759"," 18835"," 19773"," 19190"," 39133"," 27081"," 26098"," 26127"," 25858"," 26236"," 26234"," 26238"," 29240"," 26266"," 26082"," 26082"," 26357"," 26324"
"2022F","AL","WWSCB"," 8858"," 9131"," 9902"," 9953"," 9859"," 9735"," 10628"," 11278"," 11238"," 11462"," 23826"," 25395"," 25983"," 27806"," 29674"," 29733"," 29656"," 28673"," 29942"," 99899"," 90406"," 90699"," 94947"," 120779"," 152372"," 186292"," 176166"," 151991"," 180970"," 181399"," 175166"," 138224"," 143455"," 135294"," 136195"," 158031"," 172346"," 164164"," 150011"," 98189"," 125117"," 138465"," 140957"," 156172"," 146697"," 137164"," 136282"," 138462"," 140741"," 138547"," 133290"," 139639"," 135880"
"2022F","AL","WWTCD"," 1.29"," 1.32"," 1.33"," 1.36"," 1.45"," 1.47"," 1.49"," 1.54"," 1.55"," 1.73"," 1.78"," 1.94"," 2.09"," 1.9"," 2.05"," 2.03"," 1.85"," 1.76"," 1.77"," 1.18"," 1.01"," 1.12"," 1.11"," 1.07"," 1.09"," 1.17"," .99"," .95"," 1.2"," 1.36"," 1.47"," 2.01"," 2.16"," 1.67"," 1.86"," 2.83"," 2.76"," 2.64"," 3.02"," 2.87"," 2.92"," 3.03"," 2.88"," 2.91"," 3.48"," 3.22"," 3.13"," 3.06"," 2.82"," 2.78"," 2.25"," 2.91"," 3.18"
"2022F","AL","WWTCV"," 11.5"," 12"," 13.2"," 13.5"," 14.3"," 14.3"," 15.9"," 17.4"," 17.5"," 19.9"," 42.4"," 49.2"," 54.3"," 52.8"," 60.8"," 60.5"," 54.7"," 50.4"," 53"," 117.5"," 91.2"," 101.2"," 105.5"," 129.6"," 165.5"," 218.8"," 173.7"," 144.5"," 217.2"," 247.2"," 257.9"," 277.3"," 309.2"," 226.5"," 252.8"," 446.6"," 475.3"," 433.9"," 452.9"," 281.5"," 365.5"," 420.1"," 406.5"," 454"," 510.3"," 441.5"," 426.4"," 424.4"," 396.6"," 384.9"," 300"," 406.3"," 432.3"
"2022F","AL","WWTXD"," 1.29"," 1.32"," 1.33"," 1.36"," 1.45"," 1.47"," 1.49"," 1.54"," 1.55"," 1.73"," 1.78"," 1.94"," 2.09"," 1.9"," 2.05"," 2.03"," 1.85"," 1.76"," 1.77"," 1.35"," 1.23"," 1.36"," 1.32"," 1.21"," 1.18"," 1.23"," 1.04"," 1.01"," 1.27"," 1.41"," 1.49"," 2.02"," 2.17"," 1.68"," 1.87"," 2.84"," 2.77"," 2.65"," 3.03"," 2.9"," 2.94"," 3.05"," 2.9"," 2.92"," 3.5"," 3.24"," 3.15"," 3.09"," 2.83"," 2.78"," 2.25"," 2.91"," 3.18"
"2022F","AL","WWTXV"," 11.5"," 12"," 13.2"," 13.5"," 14.3"," 14.3"," 15.9"," 17.4"," 17.5"," 19.9"," 42.4"," 49.2"," 54.3"," 52.8"," 60.8"," 60.5"," 54.7"," 50.4"," 53"," 100.2"," 79.1"," 88.1"," 92.9"," 116.2"," 152.4"," 204.4"," 161.8"," 135.3"," 206.2"," 239"," 255.7"," 272.5"," 304.1"," 221.7"," 248.1"," 438.9"," 466.9"," 425"," 443.4"," 270.8"," 353"," 408.8"," 397.9"," 444.7"," 496.5"," 429.6"," 414.2"," 413.1"," 389.1"," 383.7"," 299.1"," 405"," 431.1"
"2022F","AL","WXICD"," 0"," 0"," 0"," 0"," 0"," 0"," 5.51"," 6.26"," 7.75"," 9.43"," 12.01"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 16.33"," 24.75"," 19.1"," 24.75"," 23.89"," 22.95"," 24.62"," 20.11"," 20.54"," 21.33"," 19.26"," 16.53"," 15.76"," 17.35"," 18.25"," 23.88"," 26.71"," 33.64"," 24.35"," 33.44"," 35.56"," 34.62"," 33.37"," 33.91"," 32.88"," 32.66"," 32.69"," 32.94"," 29.79"," 26.87"," 31.26"," 40.55"
"2022F","AL","WXICV"," 0"," 0"," 0"," 0"," 0"," 0"," 1.8"," 1.7"," 2.1"," 2.5"," 3.2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 7.3"," 11.7"," 9.7"," 12.8"," 12.3"," 13.2"," 12.7"," 10"," 9.1"," 8.3"," 11.2"," 8.5"," 7.8"," 8.6"," 9.2"," 10"," 9.4"," 10.4"," 4.8"," 9.2"," 8.6"," 8.5"," 9.7"," 8.9"," 7.2"," 7.4"," 6.3"," 7.8"," 5.9"," 4.7"," 7"," 10"
"2022F","AL","WYCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","ZWCDP"," 1854"," 1749"," 1727"," 1835"," 1594"," 1659"," 1424"," 2020"," 1935"," 1614"," 2029"," 1793"," 1755"," 1684"," 1720"," 1832"," 2032"," 1902"," 1761"," 1635"," 1948"," 1974"," 1531"," 1846"," 1665"," 1922"," 1714"," 1636"," 2239"," 1959"," 2052"," 1713"," 2053"," 1764"," 1841"," 1905"," 2037"," 2171"," 1841"," 1818"," 2291"," 2032"," 2035"," 1717"," 1825"," 2086"," 2303"," 1919"," 2247"," 2287"," 1987"," 1889"," 2042"
"2022F","AL","ZWHDP"," 3112"," 2803"," 2725"," 2742"," 2517"," 2687"," 3275"," 3161"," 3317"," 3184"," 3174"," 3126"," 2622"," 3278"," 2750"," 2900"," 2611"," 2806"," 3042"," 2916"," 2234"," 2552"," 2818"," 3028"," 2607"," 2871"," 3004"," 2854"," 2415"," 2458"," 2802"," 2656"," 2774"," 2806"," 2637"," 2691"," 2534"," 2521"," 2808"," 2798"," 3318"," 2667"," 2209"," 2825"," 3134"," 2427"," 2353"," 2129"," 2694"," 2398"," 2284"," 2396"," 2612"
